Gene_name,Gene_ID,New_Gene_ID,p,padj,loglik_full,loglik_red,mean,impulseTOsigmoid_p,impulseTOsigmoid_padj,sigmoidTOconst_p,sigmoidTOconst_padj,isMonotonous
 Cad87A ,FBgn0037963,FBgn0037963,0.838409251,0.999775474,-137.4065027,-138.4449391,371.7331393,0.94073637,1,0.581864412,0.999999999,FALSE
 CG14731 ,FBgn0037964,FBgn0037964,0.738121797,0.999775474,-54.4493508,-55.82545743,2.048503743,0.333510302,0.949736616,0.906415714,0.999999999,FALSE
 GC2 ,FBgn0037970,FBgn0037970,0.50290829,0.999775474,-62.2251598,-64.39029585,5.626757392,0.144856557,0.949736616,0.926241156,0.999999999,FALSE
 CG10005 ,FBgn0037972,FBgn0037972,0.880564216,0.999775474,-81.01637863,-81.8990609,15.0447073,0.633595691,0.949736616,0.836830471,0.999999999,FALSE
 CG18547 ,FBgn0037973,FBgn0037973,0.931546477,0.999775474,-131.6910155,-132.3572927,254.8290354,0.620671219,0.949736616,0.944617363,0.999999999,FALSE
 CG12224 ,FBgn0037974,FBgn0037974,0.219933614,0.999775474,-125.0300945,-128.5348521,118.506545,0.030709665,0.949736616,0.997645943,0.999999999,FALSE
 CG3397 ,FBgn0037975,FBgn0037975,0.122657679,0.999775474,-120.7613346,-125.0998843,169.0749597,0.015432876,0.949736616,0.953397201,0.999999999,FALSE
 Tk ,FBgn0037976,FBgn0037976,0.79893339,0.999775474,-54.33825666,-55.51313054,2.865541344,0.309269654,0.949736616,0.999963453,0.999999999,FALSE
 KLHL18 ,FBgn0037978,FBgn0037978,0.430475731,0.999775474,-119.6023211,-122.0432193,211.4048059,0.103674807,0.949736616,0.950602925,0.999999999,FALSE
 GCC185 ,FBgn0037979,FBgn0037979,0.725689274,0.999775474,-143.910024,-145.3266026,428.1110486,0.431754003,0.949736616,0.764211182,0.999999999,FALSE
 DCAF12 ,FBgn0037980,FBgn0037980,0.684048136,0.999775474,-108.6609911,-110.2126914,86.51244054,0.85010224,0.962286024,0.427034304,0.999999999,FALSE
 Spt3 ,FBgn0037981,FBgn0037981,0.606998641,0.999775474,-104.7613227,-106.5657023,61.89854214,1,1,0.12868064,0.999999999,FALSE
 ssp5 ,FBgn0037985,FBgn0037985,0.862147639,0.999775474,-12.72663855,-13.67906493,3.52E-05,0.393870337,0.949736616,0.997788387,0.999999999,FALSE
 CG14736 ,FBgn0037986,FBgn0037986,0.908146512,0.999775474,-25.16484025,-25.93595153,0.342470084,0.627124316,0.949736616,0.894368608,0.999999999,FALSE
 CG14739 ,FBgn0037987,FBgn0037987,0.888818335,0.999775474,-21.820841,-22.67116411,0.193747547,0.713558495,0.949736616,0.795042233,0.999999999,FALSE
 CG14740 ,FBgn0037988,FBgn0037988,0.901310008,0.999775474,-4.201429728,-5.00117888,1.14E-05,0.635213189,0.949736616,0.875105342,0.999999999,FALSE
 ATP8B ,FBgn0037989,FBgn0037989,0.846239799,0.999775474,-108.3816714,-109.3921423,53.13338288,0.559482792,0.949736616,0.835199089,0.999999999,FALSE
 CG4702 ,FBgn0037992,FBgn0037992,0.992326068,0.999775474,-33.0023933,-33.24960493,0.460350314,0.866821256,0.968053046,0.976192732,0.999999999,FALSE
 dpr15 ,FBgn0037993,FBgn0037993,0.764953922,0.999775474,-24.04036289,-25.32854229,0.178121858,0.349112551,0.949736616,0.925076967,0.999999999,FALSE
 eIF3d2 ,FBgn0037994,FBgn0037994,0.892170717,0.999775474,-25.34546428,-26.18241689,0.228190201,0.465495686,0.949736616,0.985994101,0.999999999,FALSE
 CG3809 ,FBgn0037995,FBgn0037995,0.831385458,0.999775474,-14.1820562,-15.24528347,0.247137821,0.392383755,0.949736616,0.968181634,0.999999999,FALSE
 CG4830 ,FBgn0037996,FBgn0037996,0.789559052,0.999775474,-51.14401746,-52.35044221,2.098801732,0.321272023,0.949736616,0.986371504,0.999999999,FALSE
 CG14742 ,FBgn0037997,FBgn0037997,0.681718839,0.999775474,-53.35198906,-54.91125079,2.536652937,0.560983906,0.949736616,0.580247842,0.999999999,FALSE
 Cog1 ,FBgn0037998,FBgn0037998,0.670356633,0.999775474,-128.102494,-129.6986759,370.8255922,0.398439522,0.949736616,0.716832058,0.999999999,FALSE
 CG4860 ,FBgn0037999,FBgn0037999,0.789017809,0.999775474,-155.5682068,-156.7764455,623.9395995,0.419924909,0.949736616,0.877635786,0.999999999,FALSE
 CG10014 ,FBgn0038000,FBgn0038000,0.661815439,0.999775474,-43.61774966,-45.24173772,1.694471981,0.320252305,0.949736616,0.808345095,0.999999999,FALSE
 CG17404 ,FBgn0038001,FBgn0038001,0.907847262,0.999775474,-15.95553316,-16.72791392,0.106462663,0.538336048,0.949736616,0.958855034,0.999999999,FALSE
 CG12256 ,FBgn0038002,FBgn0038002,0.946006068,0.999775474,-18.30146793,-18.89555913,0.181023869,0.647430111,0.949736616,0.956475233,0.999999999,FALSE
 Cyp313a5 ,FBgn0038005,FBgn0038005,0.88560123,0.999775474,-15.06842724,-15.93145408,0.110612605,0.622816078,0.949736616,0.854472196,0.999999999,FALSE
 Cyp313a2 ,FBgn0038006,FBgn0038006,0.989962712,0.999775474,-7.3988499,-7.676446719,1.74E-05,0.761690448,0.949736616,0.99970396,0.999999999,FALSE
 CG3942 ,FBgn0038008,FBgn0038008,0.948700739,0.999775474,-3.518539781,-4.098303433,7.52E-06,0.760516906,0.949736616,0.893676751,0.999999999,FALSE
 CG4066 ,FBgn0038011,FBgn0038011,0.938757969,0.999775474,-3.518552711,-4.149726531,7.59E-06,0.691969796,0.949736616,0.913160718,0.999999999,FALSE
 CG10013 ,FBgn0038012,FBgn0038012,0.473283961,0.999775474,-74.21820963,-76.49297466,7.715590463,0.234472702,0.949736616,0.648398999,0.999999999,FALSE
 CG10038 ,FBgn0038013,FBgn0038013,0.685797593,0.999775474,-132.8743113,-134.4203339,318.149925,0.803933735,0.9519799,0.447830903,0.999999999,FALSE
 CG10041 ,FBgn0038014,FBgn0038014,0.724627441,0.999775474,-110.7102474,-112.1302774,47.3834504,0.435602277,0.949736616,0.75828342,0.999999999,FALSE
 MBD-R2 ,FBgn0038016,FBgn0038016,0.855157082,0.999775474,-169.7216729,-170.6998267,1172.611588,0.425355398,0.949736616,0.96972911,0.999999999,FALSE
 CG4115 ,FBgn0038017,FBgn0038017,0.774290192,0.999775474,-97.81575673,-99.07307166,21.38795372,0.336588491,0.949736616,0.952956997,0.999999999,FALSE
 Tim17a1 ,FBgn0038018,FBgn0038018,0.965489345,0.999775474,-90.79423927,-91.27577267,20.20320879,0.905633026,0.988284811,0.857860675,0.999999999,FALSE
 GstD9 ,FBgn0038020,FBgn0038020,0.975082681,0.999775474,-171.2836032,-171.6985869,574.2748941,0.660626896,0.949736616,0.999993581,0.999999999,FALSE
 CG10035 ,FBgn0038028,FBgn0038028,0.968094287,0.999775474,-87.31152952,-87.77597921,15.51851627,0.639251146,0.949736616,0.998350699,0.999999999,FALSE
 GstD11 ,FBgn0038029,FBgn0038029,0.214726252,0.999775474,-78.8562236,-82.39644392,10.84767074,0.031793153,0.949736616,0.980218562,0.999999999,FALSE
 Cyp9f3 ,FBgn0038034,FBgn0038034,0.560097741,0.999775474,-111.5144033,-113.4774753,142.7625314,0.221605041,0.949736616,0.822427919,0.999999999,FALSE
 Cyp9f2 ,FBgn0038037,FBgn0038037,0.978347121,0.999775474,-123.2375324,-123.6270831,147.3629263,0.686104508,0.949736616,0.998915743,0.999999999,FALSE
 Sccpdh2 ,FBgn0038038,FBgn0038038,0.89789091,0.999775474,-153.6992206,-154.5130238,335.8095289,0.549302884,0.949736616,0.934105241,0.999999999,FALSE
 CG5196 ,FBgn0038039,FBgn0038039,0.731774657,0.999775474,-139.7352929,-141.1320768,546.6917864,0.254903384,0.949736616,0.996177254,0.999999999,FALSE
 Scgbeta ,FBgn0038042,FBgn0038042,0.660228538,0.999775474,-73.59273489,-75.22189529,10.27911354,0.248990654,0.949736616,0.923775407,0.999999999,FALSE
 CG17202 ,FBgn0038043,FBgn0038043,0.93196313,0.999775474,-130.904835,-131.5691269,152.6202577,0.610937613,0.949736616,0.95173608,0.999999999,FALSE
 NANS ,FBgn0038045,FBgn0038045,0.780409021,0.999775474,-127.8900511,-129.1270395,91.51835263,0.722102147,0.949736616,0.60998614,0.999999999,FALSE
 CG5641 ,FBgn0038046,FBgn0038046,0.942049708,0.999775474,-139.5380841,-140.1526628,286.3011526,0.660057908,0.949736616,0.940593037,0.999999999,FALSE
 CG5245 ,FBgn0038047,FBgn0038047,0.77726081,0.999775474,-102.0522538,-103.2997109,57.97998805,0.418439237,0.949736616,0.860799161,0.999999999,FALSE
 Srlp ,FBgn0038049,FBgn0038049,0.388298413,0.999775474,-143.6782356,-146.2939319,431.286184,0.459956006,0.949736616,0.298381745,0.999999999,FALSE
 CG17207 ,FBgn0038051,FBgn0038051,0.750223066,0.999775474,-63.20925587,-64.54582693,5.804274141,0.299260816,0.949736616,0.967320138,0.999999999,FALSE
 vrs ,FBgn0038052,FBgn0286507,0.471212337,0.999775474,-75.95780767,-78.2403897,10.16305191,0.327223236,0.949736616,0.506619795,0.999999999,FALSE
 CG18549 ,FBgn0038053,FBgn0038053,0.289453146,0.999775474,-128.0006836,-131.0887643,328.951626,0.371742934,0.949736616,0.240956803,0.999999999,FALSE
 CG5509 ,FBgn0038054,FBgn0038054,0.977886981,0.999775474,-51.97473245,-52.36797791,2.518213462,0.690965983,0.949736616,0.997314256,0.999999999,FALSE
 trus ,FBgn0038055,FBgn0038055,0.861076554,0.999775474,-127.8879826,-128.844375,217.8209074,0.83801648,0.96026036,0.668641702,0.999999999,FALSE
 CG5961 ,FBgn0038056,FBgn0038056,0.612185501,0.999775474,-144.2468275,-146.0339463,317.7096959,0.276468327,0.949736616,0.800545497,0.999999999,FALSE
 CG12267 ,FBgn0038057,FBgn0038057,0.220694039,0.999775474,-119.2648507,-122.7644895,150.6797944,1,1,0.032445812,0.895077346,FALSE
 CG5608 ,FBgn0038058,FBgn0038058,0.866815097,0.999775474,-117.9182065,-118.8532425,239.4010482,0.824689062,0.957365469,0.685835118,0.999999999,FALSE
 Octbeta2R ,FBgn0038063,FBgn0038063,0.826484267,0.999775474,-78.12904283,-79.20941953,6.804565693,0.39584336,0.949736616,0.958653546,0.999999999,FALSE
 Snx3 ,FBgn0038065,FBgn0038065,0.257966582,0.999775474,-152.7911495,-156.0563782,1029.67228,0.946592138,1,0.092843585,0.999999999,FALSE
 CG11598 ,FBgn0038067,FBgn0038067,0.351077194,0.999775474,-80.25756915,-83.03911519,11.14449487,0.062024487,0.949736616,0.999963952,0.999999999,FALSE
 CG11600 ,FBgn0038068,FBgn0038068,0.559471562,0.999775474,-73.77711506,-75.74234281,7.305431299,0.189012632,0.949736616,0.896759054,0.999999999,FALSE
 CG11608 ,FBgn0038069,FBgn0038069,0.912505372,0.999775474,-71.62569366,-72.37813628,6.181087033,0.530468283,0.949736616,0.971424248,0.999999999,FALSE
 CG6753 ,FBgn0038070,FBgn0038070,0.530027198,0.999775474,-33.62566349,-35.69358932,0.859428303,0.149298006,0.949736616,0.953857213,0.999999999,FALSE
 Dtg ,FBgn0038071,FBgn0038071,0.945660408,0.999775474,-106.4860105,-107.0819168,26.44470204,0.658658231,0.949736616,0.949032234,0.999999999,FALSE
 CG6225 ,FBgn0038072,FBgn0038072,0.824062561,0.999775474,-43.69433854,-44.78314648,1.803127526,0.472780644,0.949736616,0.878045648,0.999999999,FALSE
 CG14395 ,FBgn0038073,FBgn0038073,0.468273866,0.999775474,-53.0604606,-55.35416663,2.520904777,0.10897326,0.949736616,0.984634,0.999999999,FALSE
 Gnmt ,FBgn0038074,FBgn0038074,0.638750608,0.999775474,-65.89629446,-67.5957013,4.911241176,0.302416197,0.949736616,0.799579574,0.999999999,FALSE
 Cyp313a4 ,FBgn0038076,FBgn0038076,0.424016875,0.999775474,-31.13489543,-33.60177853,0.983532759,0.106603574,0.949736616,0.928340995,0.999999999,FALSE
 CG14391 ,FBgn0038078,FBgn0038078,0.849701339,0.999775474,-47.11099114,-48.10897992,1.663828607,0.400766996,0.949736616,0.982697992,0.999999999,FALSE
 NijC ,FBgn0038079,FBgn0038079,0.328323903,0.999775474,-61.56789067,-64.45737451,3.396159518,0.057985775,0.949736616,0.993702119,0.999999999,FALSE
 CG12279 ,FBgn0038080,FBgn0038080,0.617944086,0.999775474,-137.3285894,-139.0966007,273.1240411,0.181423859,0.949736616,0.989048387,0.999999999,FALSE
 Ugt37A2 ,FBgn0038082,FBgn0038082,0.980491667,0.999775474,-22.43603425,-22.80782343,0.461963435,0.70145257,0.949736616,0.998322367,0.999999999,FALSE
 Ugt37A3 ,FBgn0038083,FBgn0038083,0.422571163,0.999775474,-43.80354354,-46.27627923,1.60071341,0.088013874,0.949736616,0.993580209,0.999999999,FALSE
 beat-Va ,FBgn0038087,FBgn0038087,0.813027208,0.999775474,-23.46614586,-24.59304829,7.03E-05,0.494221128,0.949736616,0.838853828,0.999999999,FALSE
 CG10126 ,FBgn0038088,FBgn0038088,0.452661479,0.999775474,-103.7069764,-106.0605241,47.7193222,0.11115815,0.949736616,0.95747118,0.999999999,FALSE
 Cyp304a1 ,FBgn0038095,FBgn0038095,0.099389631,0.999775474,-64.35744643,-68.98393083,6.092852454,0.010083838,0.949736616,0.996224519,0.999999999,FALSE
 CG14384 ,FBgn0038097,FBgn0038097,0.772060381,0.999775474,-39.63387682,-40.8985789,0.863908709,0.288471507,0.949736616,0.997651881,0.999999999,FALSE
 CG7381 ,FBgn0038098,FBgn0038098,0.39800128,0.999775474,-124.1956339,-126.7699941,137.5121481,0.412912223,0.949736616,0.336705779,0.999999999,FALSE
 CG7091 ,FBgn0038099,FBgn0038099,0.950940324,0.999775474,-101.4769601,-102.0445633,42.79571883,0.778333105,0.949736616,0.888605437,0.999999999,FALSE
 Paip2 ,FBgn0038100,FBgn0038100,0.869001636,0.999775474,-152.9838828,-153.9107093,536.4830062,0.508046384,0.949736616,0.919047815,0.999999999,FALSE
 CG14383 ,FBgn0038102,FBgn0038102,0.469188163,0.999775474,-92.63948452,-94.92972477,36.535864,0.156029742,0.949736616,0.833849601,0.999999999,FALSE
 yellow-f2 ,FBgn0038105,FBgn0038105,0.570817848,0.999775474,-96.82915267,-98.75548485,38.85479514,0.221457642,0.949736616,0.84045011,0.999999999,FALSE
 CG7488 ,FBgn0038106,FBgn0038106,0.970148927,0.999775474,-131.8141928,-132.2646947,284.0838518,0.640438384,0.949736616,0.999742773,0.999999999,FALSE
 CG7518 ,FBgn0038108,FBgn0038108,0.985797108,0.999775474,-173.0751916,-173.3982243,1605.980296,0.729726244,0.949736616,0.999469615,0.999999999,FALSE
 CG11656 ,FBgn0038109,FBgn0038109,0.30019502,0.999775474,-79.09222351,-82.12342029,12.71447715,0.076681398,0.949736616,0.819100667,0.999999999,FALSE
 CG8031 ,FBgn0038110,FBgn0038110,0.762317697,0.999775474,-128.3351661,-129.632031,174.0673504,0.279923009,0.949736616,0.997306889,0.999999999,FALSE
 CG46280 ,FBgn0038111,FBgn0283438,0.674558028,0.999775474,-155.1600924,-156.7426144,1422.121211,0.534986274,0.949736616,0.590443427,0.999999999,FALSE
 CG11668 ,FBgn0038113,FBgn0038113,0.921634803,0.999775474,-41.45540959,-42.16756847,1.052386789,0.524808726,0.949736616,0.987346493,0.999999999,FALSE
 CG11670 ,FBgn0038114,FBgn0038114,0.732872634,0.999775474,-42.42711646,-43.82032584,0.944638027,0.485150517,0.949736616,0.719698282,0.999999999,FALSE
 CG7966 ,FBgn0038115,FBgn0038115,0.988242138,0.999775474,-100.9197637,-101.2171411,27.51946233,0.751561863,0.949736616,0.999045505,0.999999999,FALSE
 timeout ,FBgn0038118,FBgn0038118,0.479724527,0.999775474,-122.7565163,-125.0071103,251.8421619,1,1,0.110013063,0.999999999,FALSE
 CG8138 ,FBgn0038122,FBgn0038122,0.943133634,0.999775474,-3.518557149,-4.12758421,1.74E-05,0.753823699,0.949736616,0.884231498,0.999999999,FALSE
 CG8508 ,FBgn0038123,FBgn0038123,0.925052795,0.999775474,-11.21014315,-11.90675635,0.138038745,0.582421261,0.949736616,0.95773623,0.999999999,FALSE
 CG14380 ,FBgn0038124,FBgn0038124,0.946473587,0.999775474,-3.51853561,-4.110163701,1.74E-05,0.76018605,0.949736616,0.888404841,0.999999999,FALSE
 CG8483 ,FBgn0038126,FBgn0038126,0.986542546,0.999775474,-28.63316169,-28.94863487,0.753812105,0.932255796,1,0.920940652,0.999999999,FALSE
 Ravus ,FBgn0038128,FBgn0038128,0.652319561,0.999775474,-89.34689567,-91.00186783,31.07671574,0.198694043,0.949736616,0.994343576,0.999999999,FALSE
 TBC1D5 ,FBgn0038129,FBgn0038129,0.708392688,0.999775474,-109.5221671,-110.9949018,127.8162043,0.420448322,0.949736616,0.749983458,0.999999999,FALSE
 CG8630 ,FBgn0038130,FBgn0038130,0.571903051,0.999775474,-34.9850921,-36.90772201,0.892610787,0.195918028,0.949736616,0.899825202,0.999999999,FALSE
 wntD ,FBgn0038134,FBgn0038134,0.581937948,0.999775474,-28.35536724,-30.24390148,0.691804411,0.178545124,0.949736616,0.954049755,0.999999999,FALSE
 CG8773 ,FBgn0038135,FBgn0038135,0.960516902,0.999775474,-12.64371353,-13.15625798,0.087383875,0.627978151,0.949736616,0.992478752,0.999999999,FALSE
 CG8774 ,FBgn0038136,FBgn0038136,0.945584855,0.999775474,-15.2157981,-15.81210054,0.083923354,0.559782807,0.949736616,0.998478571,0.999999999,FALSE
 CheA87a ,FBgn0038142,FBgn0038142,0.601446259,0.999775474,-60.09357687,-61.9164894,3.16932564,0.165699396,0.949736616,0.997012622,0.999999999,FALSE
 CG9813 ,FBgn0038143,FBgn0038143,0.630022573,0.999775474,-86.8138565,-88.5419653,14.24428891,0.202204847,0.949736616,0.967497443,0.999999999,FALSE
 CG8870 ,FBgn0038144,FBgn0038144,0.980950727,0.999775474,-116.0320084,-116.39987,83.04128402,0.716292674,0.949736616,0.995339654,0.999999999,FALSE
 CCHa2 ,FBgn0038147,FBgn0038147,0.662280189,0.999775474,-37.76311509,-39.38558873,0.661549042,0.504893219,0.949736616,0.598082158,0.999999999,FALSE
 CG14377 ,FBgn0038148,FBgn0038148,0.445502975,0.999775474,-64.47733664,-66.85875942,6.74653334,0.136172307,0.949736616,0.85539466,0.999999999,FALSE
 GILT1 ,FBgn0038149,FBgn0038149,0.851041008,0.999775474,-108.1229686,-109.1161057,48.86217644,0.606536919,0.949736616,0.80456819,0.999999999,FALSE
 yellow-e3 ,FBgn0038150,FBgn0038150,0.649567553,0.999775474,-30.88114263,-32.54511041,0.712793169,0.266637076,0.949736616,0.876913372,0.999999999,FALSE
 yellow-e2 ,FBgn0038151,FBgn0038151,0.861900653,0.999775474,-23.42977326,-24.38311499,0.776969473,0.500628524,0.949736616,0.91383198,0.999999999,FALSE
 Ir87a ,FBgn0038153,FBgn0038153,0.666878931,0.999775474,-10.55578219,-12.16327955,0.084034048,0.514355938,0.949736616,0.596547624,0.999999999,FALSE
 side-IV ,FBgn0038156,FBgn0038156,0.981631278,0.999775474,-67.19533607,-67.5572861,5.798241441,0.73301149,0.949736616,0.991509967,0.999999999,FALSE
 CG12538 ,FBgn0038157,FBgn0038157,0.941080079,0.999775474,-3.518547037,-4.138054622,1.75E-05,0.726491946,0.949736616,0.896441666,0.999999999,FALSE
 CG14369 ,FBgn0038159,FBgn0038159,0.943133634,0.999775474,-3.518557149,-4.12758421,1.74E-05,0.753823699,0.949736616,0.884231498,0.999999999,FALSE
 CG10841 ,FBgn0038163,FBgn0038163,0.531930666,0.999775474,-50.85511414,-52.91631689,1.5083861,0.205911697,0.949736616,0.810496565,0.999999999,FALSE
 Task6 ,FBgn0038165,FBgn0038165,0.321736165,0.999775474,-76.23186586,-79.15366533,8.303149127,0.08917042,0.949736616,0.799028963,0.999999999,FALSE
 CG9588 ,FBgn0038166,FBgn0038166,0.918876053,0.999775474,-124.6816501,-125.4061636,191.9141759,0.541620463,0.949736616,0.973852965,0.999999999,FALSE
 Lkb1 ,FBgn0038167,FBgn0038167,0.637402215,0.999775474,-138.7325315,-140.4363659,322.9051391,0.215823642,0.949736616,0.952125731,0.999999999,FALSE
 omd ,FBgn0038168,FBgn0038168,0.971701351,0.999775474,-125.2282968,-125.6679522,294.4258175,0.975423319,1,0.842388406,0.999999999,FALSE
 CG14367 ,FBgn0038170,FBgn0038170,0.941619803,0.999775474,-86.37644017,-86.99320849,18.65778593,0.887632395,0.980052157,0.802427578,0.999999999,FALSE
 Adgf-D ,FBgn0038172,FBgn0038172,0.866973415,0.999775474,-67.39251597,-68.32695895,6.445618217,0.446553004,0.949736616,0.967992151,0.999999999,FALSE
 Adgf-C ,FBgn0038173,FBgn0038173,0.856768833,0.999775474,-90.53297448,-91.5052288,16.19571109,1,1,0.547205347,0.999999999,FALSE
 CG9312 ,FBgn0038179,FBgn0038179,0.916792707,0.999775474,-54.97605997,-55.7097961,2.285401779,0.605724913,0.949736616,0.926550847,0.999999999,FALSE
 Cht5 ,FBgn0038180,FBgn0038180,0.799459132,0.999775474,-37.47468061,-38.64777716,1.089246626,0.390789726,0.949736616,0.926074492,0.999999999,FALSE
 CG9297 ,FBgn0038181,FBgn0038181,0.900643322,0.999775474,-46.30448271,-47.10698566,1.431200949,0.638896989,0.949736616,0.871089333,0.999999999,FALSE
 CG9286 ,FBgn0038183,FBgn0038183,0.189784952,0.999775474,-124.8935153,-128.614539,159.1187937,0.926396218,0.999665255,0.063231173,0.999999999,FALSE
 CG9926 ,FBgn0038190,FBgn0038190,0.673885141,0.999775474,-28.25801482,-29.84272387,0.092037772,0.253984072,0.949736616,0.934304533,0.999999999,FALSE
 CG9925 ,FBgn0038191,FBgn0038191,0.973615495,0.999775474,-69.87071358,-70.29659096,6.713632008,0.723193432,0.949736616,0.977006435,0.999999999,FALSE
 Cyp6d5 ,FBgn0038194,FBgn0038194,0.506013324,0.999775474,-56.2369314,-58.39079463,4.165707103,0.123250789,0.949736616,0.989248011,0.999999999,FALSE
 CG3061 ,FBgn0038195,FBgn0038195,0.925195492,0.999775474,-130.5528028,-131.2487609,314.4294954,0.894921931,0.983640867,0.760237321,0.999999999,FALSE
 CG9922 ,FBgn0038196,FBgn0038196,0.131716742,0.999775474,-130.6007089,-134.8404367,247.3733928,0.138690635,0.949736616,0.209767784,0.999999999,FALSE
 foxo ,FBgn0038197,FBgn0038197,0.658049446,0.999775474,-115.6054257,-117.2416921,141.3024242,1,1,0.291413033,0.999999999,FALSE
 Npc2b ,FBgn0038198,FBgn0038198,0.75700588,0.999775474,-93.45711504,-94.77144563,23.79224282,0.720768907,0.949736616,0.577864942,0.999999999,FALSE
 CCHa1 ,FBgn0038199,FBgn0038199,0.97446901,0.999775474,-57.5628217,-57.982399,3.604099877,0.721017171,0.949736616,0.979978398,0.999999999,FALSE
 CG9920 ,FBgn0038200,FBgn0038200,0.530771988,0.999775474,-51.57054074,-53.63583449,2.453755579,0.841124834,0.96139076,0.285687516,0.999999999,FALSE
 PK1-R ,FBgn0038201,FBgn0038201,0.684900031,0.999775474,-53.7738312,-55.32276661,2.081949729,0.241135731,0.949736616,0.968596939,0.999999999,FALSE
 CG12402 ,FBgn0038202,FBgn0038202,0.911222106,0.999775474,-81.7132498,-82.47122384,13.33600456,0.55078229,0.949736616,0.955623801,0.999999999,FALSE
 Or88a ,FBgn0038203,FBgn0038203,0.96809695,0.999775474,-54.93128262,-55.39571451,2.877987519,0.65549338,0.949736616,0.993671402,0.999999999,FALSE
 CG14357 ,FBgn0038204,FBgn0038204,0.958930921,0.999775474,-44.45361241,-44.97566261,1.815883685,0.593358844,0.949736616,0.999999311,0.999999999,FALSE
 Kif19A ,FBgn0038205,FBgn0038205,0.910446318,0.999775474,-51.61301154,-52.37431505,1.814490603,0.667948598,0.949736616,0.869547818,0.999999999,FALSE
 twf ,FBgn0038206,FBgn0038206,0.804910028,0.999775474,-116.1915063,-117.3461222,144.1048989,0.424408898,0.949736616,0.897549552,0.999999999,FALSE
 CG14356 ,FBgn0038207,FBgn0038207,0.766829042,0.999775474,-24.82308165,-26.10507557,0.432469973,0.352352186,0.949736616,0.923753969,0.999999999,FALSE
 CG14355 ,FBgn0038208,FBgn0038208,0.590753782,0.999775474,-37.36610877,-39.22488599,0.381597383,0.246697812,0.949736616,0.820992067,0.999999999,FALSE
 CG9722 ,FBgn0038209,FBgn0038209,0.781026195,0.999775474,-26.62958641,-27.86451981,4.80E-05,0.357898203,0.949736616,0.937157318,0.999999999,FALSE
 CG3199 ,FBgn0038210,FBgn0038210,0.933207901,0.999775474,-3.518504755,-4.176835597,0.110516329,0.759075539,0.949736616,0.857734729,0.999999999,FALSE
 CG9649 ,FBgn0038211,FBgn0038211,0.984308029,0.999775474,-21.37609993,-21.71364249,0.169274649,1,1,0.581898996,0.999999999,FALSE
 CG9624 ,FBgn0038213,FBgn0038213,0.902157921,0.999775474,-29.70055763,-30.49679479,0.550096167,0.526208121,0.949736616,0.958449098,0.999999999,FALSE
 CG14840 ,FBgn0038217,FBgn0038217,0.934654592,0.999775474,-3.518556018,-4.169901234,1.81E-05,0.713712601,0.949736616,0.889961079,0.999999999,FALSE
 CG14841 ,FBgn0038218,FBgn0038218,0.834542979,0.999775474,-21.45476085,-22.50687592,0.367388165,0.371355858,0.949736616,0.988935799,0.999999999,FALSE
 CG14839 ,FBgn0038219,FBgn0038219,0.638068263,0.999775474,-40.47167772,-42.1733248,1.418427014,0.182406656,0.949736616,0.99999888,0.999999999,FALSE
 red ,FBgn0038220,FBgn0285913,0.806221835,0.999775474,-108.9840551,-110.1342084,121.1273641,0.454193063,0.949736616,0.868055149,0.999999999,FALSE
 IFT54 ,FBgn0038221,FBgn0038221,0.47906422,0.999775474,-68.68938648,-70.94244947,6.756075925,0.107467223,0.949736616,0.997496204,0.999999999,FALSE
 Afti ,FBgn0038223,FBgn0038223,0.667793555,0.999775474,-119.6218093,-121.2263299,154.3063143,0.441565533,0.949736616,0.665257574,0.999999999,FALSE
 ATPsynE ,FBgn0038224,FBgn0038224,0.927636222,0.999775474,-153.9340762,-154.6187524,472.3617462,0.586819676,0.949736616,0.959411021,0.999999999,FALSE
 soti ,FBgn0038225,FBgn0038225,0.903134322,0.999775474,-28.22931969,-29.02149912,0.643094377,0.529612328,0.949736616,0.957538769,0.999999999,FALSE
 HtrA2 ,FBgn0038233,FBgn0038233,0.645895697,0.999775474,-102.4526716,-104.1286543,36.11260822,0.24873103,0.949736616,0.903445916,0.999999999,FALSE
 mRpL11 ,FBgn0038234,FBgn0038234,0.941822303,0.999775474,-104.1580808,-104.7738186,63.90939672,0.583090474,0.949736616,0.984844808,0.999999999,FALSE
 CG8461 ,FBgn0038235,FBgn0038235,0.821297721,0.999775474,-106.7044517,-107.8028529,67.99758754,0.587307425,0.949736616,0.769261664,0.999999999,FALSE
 Cyp313a1 ,FBgn0038236,FBgn0038236,0.89902253,0.999775474,-4.201437798,-5.010608264,1.26E-05,0.631741251,0.949736616,0.873253302,0.999999999,FALSE
 Pde6 ,FBgn0038237,FBgn0038237,0.888213848,0.999775474,-65.78007286,-66.63279228,5.502525318,0.69337195,0.949736616,0.807769903,0.999999999,FALSE
 CG14854 ,FBgn0038238,FBgn0038238,0.908763434,0.999775474,-28.12252107,-28.89101043,0.365378464,0.468025892,0.949736616,0.999333642,0.999999999,FALSE
 CG14851 ,FBgn0038240,FBgn0038240,0.973680663,0.999775474,-19.05309389,-19.47849378,0.10098064,0.668071739,0.949736616,0.997570872,0.999999999,FALSE
 CG8087 ,FBgn0038241,FBgn0038241,0.958132429,0.999775474,-14.73926299,-15.26603544,0.258232942,1,1,0.78698335,0.999999999,FALSE
