gene_name,gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
lncRNA:CR46076,FBgn0267745,2408.41056499401,3.90877353944296,0.18800820056685,475.223697406798,1.52818973737046e-101,8.26354450578099e-101
CG40006,FBgn0058006,130.156809737311,-7.29141340946271,0.53217967865329,461.973571855782,1.1198935076851e-98,5.83944471864376e-98
Su(fu),FBgn0005355,361.258336276096,2.90097657865462,0.160256990250647,452.30103451568,1.38163079773395e-96,6.95579642997093e-96
H,FBgn0001169,576.402311285139,-4.88847279074382,0.266602867313898,441.432355645197,3.09014805650103e-94,1.50387205416383e-93
kuz,FBgn0259984,158.270257782328,-2.59495489834754,0.290799716183121,409.194481112003,2.86790456548591e-87,1.35069053729336e-86
fng,FBgn0011591,98.6286676584617,-4.0707900698261,0.396064259379326,396.388218012245,1.67752346329684e-84,7.65370080129185e-84
pain,FBgn0060296,393.178701489654,-1.89007273404919,0.173243479384837,377.528251993574,1.99065414648488e-80,8.80713652687252e-80
Cul1,FBgn0015509,570.935053071673,-4.27866868435057,0.266860908306061,376.689785114568,3.0206893371313e-80,1.2971195388858e-79
Apc,FBgn0015589,71.6051179571852,-4.58448817030115,0.540230331309438,362.722469303503,3.13869476800062e-77,1.30928410322312e-76
Smr,FBgn0265523,558.388355236289,-5.61562166209814,0.324709409285428,355.894824137987,9.35720817322778e-76,3.79486775914238e-75
usp,FBgn0003964,28.1163749689469,-5.65071708601145,0.615684596500129,330.085149794914,3.4925280474558e-70,1.37813268899607e-69
aph-1,FBgn0031458,53.9475360353874,-5.31487505945814,0.403911184035433,316.858372892524,2.49831033120723e-67,9.59877127253306e-67
csw,FBgn0000382,1194.59328451223,2.76317603898999,0.182062185734949,287.480736540634,5.43176417948701e-61,2.03342966719257e-60
gro,FBgn0001139,53.0856402025512,-3.59698150801018,0.449934541443519,255.728681967068,3.79625201772747e-54,1.38563198647053e-53
arm,FBgn0000117,1775.53548020787,1.15044113092344,0.202843140670611,248.948749642558,1.09653100788801e-52,3.90472017443047e-52
Pka-R1,FBgn0259243,265.470385028202,-0.226765792612424,0.127923279814947,240.355825860072,7.77712422631638e-51,2.70347651676712e-50
EcR,FBgn0000546,26.7286290608988,-2.67228129793266,0.465673290067549,236.546894789703,5.14088883259871e-50,1.74551109199863e-49
disp,FBgn0029088,132.737485728307,8.61277075894268,1.01869172131842,236.291841610517,5.83388297208916e-50,1.89277091983337e-49
Sos,FBgn0001965,132.737485728307,8.61277075894268,1.01869172131842,236.291841610517,5.83388297208916e-50,1.89277091983337e-49
flw,FBgn0000711,234.497818294593,1.49291751016001,0.169416922106644,217.465096976533,6.58248160118984e-46,2.08922242124721e-45
Ctr1A,FBgn0062413,469.054288433805,-0.474929617870458,0.14281716225679,211.391929575371,1.33344076552251e-44,4.14217769715504e-44
gish,FBgn0250823,101.459843250688,-0.984402817423779,0.169537829522083,207.158808360201,1.08513179550072e-43,3.30060921131469e-43
CG34043,FBgn0054043,14.3042450694647,-4.3788399223601,0.577639622960992,206.897849836285,1.23482872439479e-43,3.67928558697223e-43
CG34054,FBgn0054054,17.4685627901672,-7.02685167473145,1.10789843712226,191.200876875026,2.92574328270413e-40,8.54317038549605e-40
fz,FBgn0001085,963.725682247729,-0.927385091072587,0.120152537285928,189.170503497065,7.98983819770485e-40,2.28728701346061e-39
Cow,FBgn0039054,413.927925275988,0.526640687932959,0.122207387290099,185.57757421334,4.72598889277538e-39,1.32691226604847e-38
dlp,FBgn0041604,203.607172793694,1.49580077024164,0.13732228981423,169.92655216622,1.08450358228365e-35,2.98750043421535e-35
Lasp,FBgn0063485,134.98164486127,-1.55138844449426,0.192478242841158,165.323295181575,1.05445730393023e-34,2.85094011803359e-34
krz,FBgn0040206,405.773087284076,1.8486181402164,0.194505121621228,163.568268662044,2.50927849453967e-34,6.66099382186893e-34
wg,FBgn0284084,14.8984861707034,-2.92357800193372,0.625030559727694,152.68066486187,5.42276660718604e-32,1.41379272258779e-31
CG40298,FBgn0058298,13.925619844157,-6.84947930785213,1.15719371748914,138.946079441665,4.74531681194459e-29,1.21546711323493e-28
GstE10,FBgn0063499,101.429416118317,-3.81085305786821,0.579955343802019,131.867321982222,1.55245649851289e-27,3.90790773763589e-27
Nup153,FBgn0061200,3520.42855843799,-2.57854753932766,0.250284610640331,119.740475691713,6.06863576216739e-25,1.50173020555329e-24
neur,FBgn0002932,41.9300713846135,-7.65999691697085,1.20611370846023,117.024027374031,2.30759705623686e-24,5.61515283684302e-24
Cisd2,FBgn0062442,697.745559652444,-0.423583079094389,0.136057015461255,116.398203850213,3.13881920031829e-24,7.51258365977821e-24
ovo,FBgn0003028,1864.84635155644,1.09848028253989,0.150384786643039,106.174205892835,4.76055788461812e-22,1.12103459863588e-21
lncRNA:CR46103,FBgn0267772,12.9448461181468,-2.85198943776958,0.559738787989681,105.303019833386,7.2999809728392e-22,1.69174162227702e-21
dally,FBgn0263930,107.853582160716,1.5337965439884,0.212285072476376,103.883589022387,1.46475139962643e-21,3.34146413039779e-21
Shc,FBgn0015296,56.9918937170803,2.12812773449101,0.271697769119996,102.291423317013,3.19829303695922e-21,7.18385820609301e-21
Roc1a,FBgn0025638,22.4708122401267,2.20222486521075,0.407335574661337,97.2293772061241,3.82401220894325e-20,8.45917852281386e-20
msn,FBgn0010909,16.0049843026227,2.57405872087524,0.524965035399878,95.4452953036471,9.16322484673068e-20,1.99676242928758e-19
a,FBgn0000008,109.01233592303,-1.71612382205048,0.219135655734419,90.9356831732243,8.33143470494093e-19,1.78880803959026e-18
pan,FBgn0085432,115.620443278146,0.379114365836664,0.380619584279779,85.780770704633,1.03588539196453e-17,2.19187343806989e-17
CR40182,FBgn0058182,13.9987849981795,-6.48889810456931,0.883151649951603,83.8683690896173,2.63644228042693e-17,5.4988653277476e-17
Cul4,FBgn0033260,144.125835145805,3.67186038048705,0.680585962098381,82.7017843721671,4.66013250675448e-17,9.58280768994583e-17
nkd,FBgn0002945,15.8853213042068,-0.642731681380141,0.451099521598141,81.0580777537707,1.03947473756192e-16,2.10782377338945e-16
ihog,FBgn0031872,30.9879121807073,3.33253548688727,0.499968708511067,79.6128585516367,2.10385602083466e-16,4.20771204166932e-16
Or19b,FBgn0062565,7.38401121181569,-5.4563653532513,0.974087951388427,76.7456996775276,8.5129466289717e-16,1.67958136193225e-15
CG34045,FBgn0054045,8.18900392943813,-1.41605722239438,0.574613895517868,75.7702921632185,1.3692219272664e-15,2.66541868507859e-15
Axn,FBgn0026597,746.809377432869,-0.202201735140573,0.0767165475996965,74.7874791634601,2.20986455817384e-15,4.2452661249129e-15
sgg,FBgn0003371,62.6086650597524,0.514544377929999,0.237848468376938,73.310237774238,4.53636673313158e-15,8.60142263684689e-15
hh,FBgn0004644,1951.86739806962,0.896768372940698,0.127983383394912,67.4539469951814,7.82039076717335e-14,1.4638167333427e-13
Hey,FBgn0027788,20.7188088550908,-3.06294445595081,0.389885345352647,65.982698314839,1.59737731659725e-13,2.95211504079998e-13
cry,FBgn0025680,706.869313300748,-0.406844443511828,0.0719509809854418,62.5173645893497,8.57380084132962e-13,1.56471865354266e-12
CG13164,FBgn0061197,13.2294766074517,3.72323581729884,1.3015992793709,61.4157905194445,1.46183364347369e-12,2.63491002403899e-12
LRP1,FBgn0053087,70.571433655068,0.0898047794864,0.205251960202113,56.6605828029862,1.45756238293218e-11,2.59517204765974e-11
cos,FBgn0000352,27.6950340493804,3.10003657724037,0.525921594380999,54.9348944065989,3.35264655617024e-11,5.89742647229946e-11
Usp8,FBgn0038862,5.702824442803,5.57265982588758,1.19199522683084,50.9659471549529,2.26909113996469e-10,3.94389650517673e-10
Ube3a,FBgn0061469,819.759195217905,-1.82370520345588,0.251303078634745,49.8183864286553,3.94029491368785e-10,6.76803596939325e-10
rasp,FBgn0024194,150.846008056614,3.43763355777673,0.800330223642737,49.3725223233795,4.88195635556076e-10,8.2879724175799e-10
abo,FBgn0000018,3.79507855981109,-6.94818827395834,1.49803424489717,40.5144785213621,3.38765855738105e-08,5.6850361997429e-08
arr,FBgn0000119,103.37700602742,-2.04179412101373,0.377232668169101,38.3884552190864,9.31708616034819e-08,1.54578929478504e-07
HDAC3,FBgn0025825,4.10822257214985,-5.99190420413654,1.46023014346075,35.9850804382201,2.91421857597083e-07,4.7806282257499e-07
CG40198,FBgn0058198,46.9184745249763,-5.70705544551328,1.61378919515741,35.4648540878646,3.72819683922035e-07,6.0479637614019e-07
dsh,FBgn0000499,39.4304453297705,-0.890824073212498,0.338381360421797,32.8703102768354,1.2697804325111e-06,2.03723014446836e-06
Tace,FBgn0039734,72.762359921003,-0.951109096060407,0.230115791080812,31.7782431014989,2.12348525423366e-06,3.36987877302298e-06
shf,FBgn0003390,1152.22103369693,0.0194348528416236,0.15804726955292,29.8347179224846,5.28864394009942e-06,8.30260231456467e-06
Pka-C1,FBgn0000273,5.86695098155333,2.75780226064113,0.820458262152284,27.8592196058401,1.3319741142156e-05,2.06881085824977e-05
CG34057,FBgn0054057,13.0395075477519,-0.296136697774939,0.492473508937661,26.3396083068307,2.70265478584457e-05,4.15355367087691e-05
en,FBgn0000577,53.7731443134943,0.342850850645538,0.207507978680697,25.7360227946192,3.57690863402947e-05,5.43988188091981e-05
CR40005,FBgn0058005,13.3444886211814,-3.12134823947868,0.66790401733501,24.5442567075937,6.21187843079515e-05,9.34983763810404e-05
CG33969,FBgn0053969,139.384908885673,0.352391288792161,0.223836013632768,24.4887620562695,6.37330278614548e-05,9.49492047731877e-05
lncRNA:CR34047,FBgn0054047,2.2093569210745,-3.33760199391545,1.58348770349766,20.5869265341681,0.00038232513191951,0.000563833022830793
Frl,FBgn0267795,160.10716546815,-0.202006798256403,0.200638576807259,18.7433610920012,0.000882632641514727,0.0012886436566115
CG34051,FBgn0054051,5.05168432301197,0.960586858797317,1.2668161641244,18.4954718868168,0.000987159287744944,0.00142698273277982
smo,FBgn0003444,439.631557480077,-0.409377866087712,0.1170940971133,18.02630993997,0.00121957206946701,0.00174566198178612
Amy-p,FBgn0000079,3.89817561377462,4.29772271046128,1.24196828995828,17.7794591163477,0.00136277426279337,0.00193169944046439
Tak1,FBgn0026323,1.64973628002222,-1.73869508060878,1.72167075367071,17.671015148764,0.00143081865159143,0.00200864926088797
lncRNA:CR33942,FBgn0062961,2.48747570849535,-2.50308112505889,0.995458645187956,16.6659415349957,0.00224417481045217,0.00312047164120017
CG34034,FBgn0054034,2.96214401273981,-2.51667468961788,1.3959106122038,16.062300808586,0.00293669450863847,0.00404488111567186
dpp,FBgn0000490,4.37288107077751,-0.651686524948982,1.11113842114986,15.9021448220605,0.00315332110197541,0.00430266243820943
lncRNA:CR34046,FBgn0054046,1.68106599656996,-4.19918352108942,1.63005162972754,14.8349199470803,0.00505614038427168,0.0068351527417006
asRNA:CR46105,FBgn0267774,18.8808098286714,-0.46065201491981,0.363959333707242,14.6248747118035,0.00554596586840309,0.00742854143841148
Cul3,FBgn0261268,2.77764665347798,5.60534419565746,2.24243724402873,13.8152063301833,0.00790880611286373,0.0104610439961264
CG33998,FBgn0053998,1.57842700600556,3.58631335016943,1.54807729553741,13.802372714612,0.00795325947650705,0.0104610439961264
asRNA:CR31429,FBgn0063298,383.979377977259,-3.70374813640341,1.16013488384604,11.4855504899471,0.021616385857271,0.028178502992514
lncRNA:CR34006,FBgn0054006,1.50788693771895,-4.59979233132763,2.24186655306468,11.2733650470124,0.0236576131956951,0.0305664736864733
CG33792,FBgn0053792,2.14096748084647,-2.08782115435572,1.08202718983161,10.1028997121222,0.0387295669373741,0.0496010243233037
