"accession","file_accession","file_type","file_format","file_size","output_category","output_type","target","investigated_as","nucleic_acid_term","assay","treatment_id","treatment","treatment_amount","treatment_amount_unit","treatment_duration","treatment_duration_unit","treatment_temperature","treatment_temperature_unit","treatment_notes","biosample_id","biosample_type","biosample_name","dataset_biosample_summary","dataset_description","replicate_libraries","replicate_antibody","antibody_target","antibody_characterization","antibody_caption","organism","dataset_type","assembly","status","controls","controlled_by","lab","run_type","read_length","paired_end","paired_with","platform","href","biological_replicates","biological_replicate_number","technical_replicate_number","replicate_list","technical_replicates","project","dataset","dbxrefs","superseded_by","file_status","submitted_by","library","derived_from","file_format_type","file_format_specifications","genome_annotation","external_accession","date_released","biosample_ontology","md5sum"
"ENCSR073PHL","ENCFF735RVU","bigWig","bigWig","16.7 Mb","signal","read-depth normalized signal","eGFP-cic","recombinant protein; transcription factor","DNA","TF ChIP-seq",NA,NA,NA,NA,NA,NA,NA,NA,NA,"/biosamples/ENCBS135BRU/","whole organisms","whole organism","VK00037 whole organism adult genetically modified using site-specific recombination","ChIP-seq on transgenic flies expressing cic-eGFP fusion proteins.  The IP was performed using an anti-GFP antibody.","ENCLB064JOT",NA,NA,NA,NA,"Drosophila melanogaster","experiments","dm6","released","ENCSR860XAM",NA,"Kevin White, UChicago",NA,NA,NA,NA,NA,"/files/ENCFF735RVU/@@download/ENCFF735RVU.bigWig","3",NA,NA,NA,"3_1","modERN","/experiments/ENCSR073PHL/",NA,NA,"released","Alec Victorsen",NA,"/files/ENCFF303GLD/",NA,NA,NA,NA,"2017-12-14","/biosample-types/whole_organisms_UBERON_0000468/","fb80413b332562a072a0fa9455813e49"
"ENCSR073PHL","ENCFF713RMF","bigWig","bigWig","16.7 Mb","signal","signal of unique reads","eGFP-cic","recombinant protein; transcription factor","DNA","TF ChIP-seq",NA,NA,NA,NA,NA,NA,NA,NA,NA,"/biosamples/ENCBS135BRU/","whole organisms","whole organism","VK00037 whole organism adult genetically modified using site-specific recombination","ChIP-seq on transgenic flies expressing cic-eGFP fusion proteins.  The IP was performed using an anti-GFP antibody.","ENCLB064JOT",NA,NA,NA,NA,"Drosophila melanogaster","experiments","dm6","released","ENCSR860XAM",NA,"Kevin White, UChicago",NA,NA,NA,NA,NA,"/files/ENCFF713RMF/@@download/ENCFF713RMF.bigWig","3",NA,NA,NA,"3_1","modERN","/experiments/ENCSR073PHL/",NA,NA,"released","Alec Victorsen",NA,"/files/ENCFF303GLD/",NA,NA,NA,NA,"2017-12-14","/biosample-types/whole_organisms_UBERON_0000468/","61e016913d817dd16f7c705583dbdade"
"ENCSR073PHL","ENCFF599DKR","bigWig","bigWig","16.9 Mb","signal","read-depth normalized signal","eGFP-cic","recombinant protein; transcription factor",NA,"TF ChIP-seq",NA,NA,NA,NA,NA,NA,NA,NA,NA,"/biosamples/ENCBS993NGC/","whole organisms","whole organism","VK00037 whole organism adult genetically modified using site-specific recombination","ChIP-seq on transgenic flies expressing cic-eGFP fusion proteins.  The IP was performed using an anti-GFP antibody.","ENCLB102QIA",NA,NA,NA,NA,"Drosophila melanogaster","experiments","dm6","released","ENCSR860XAM",NA,"Kevin White, UChicago",NA,NA,NA,NA,NA,"/files/ENCFF599DKR/@@download/ENCFF599DKR.bigWig","1; 3",NA,NA,NA,"1_1; 3_1","modERN","/experiments/ENCSR073PHL/",NA,NA,"released","Alec Victorsen",NA,"/files/ENCFF303GLD/; /files/ENCFF814JBD/",NA,NA,NA,NA,"2017-12-14","/biosample-types/whole_organisms_UBERON_0000468/","33299c9af39f5fb0ebd6e82ee530c60e"
"ENCSR073PHL","ENCFF662IST","bigWig","bigWig","16.6 Mb","signal","control normalized signal","eGFP-cic","recombinant protein; transcription factor","DNA","TF ChIP-seq",NA,NA,NA,NA,NA,NA,NA,NA,NA,"/biosamples/ENCBS135BRU/","whole organisms","whole organism","VK00037 whole organism adult genetically modified using site-specific recombination","ChIP-seq on transgenic flies expressing cic-eGFP fusion proteins.  The IP was performed using an anti-GFP antibody.","ENCLB064JOT",NA,NA,NA,NA,"Drosophila melanogaster","experiments","dm6","released","ENCSR860XAM",NA,"Kevin White, UChicago",NA,NA,NA,NA,NA,"/files/ENCFF662IST/@@download/ENCFF662IST.bigWig","3",NA,NA,NA,"3_1","modERN","/experiments/ENCSR073PHL/",NA,NA,"released","Alec Victorsen",NA,"/files/ENCFF303GLD/; /files/ENCFF196HPS/",NA,NA,NA,NA,"2017-12-14","/biosample-types/whole_organisms_UBERON_0000468/","4cd5129ca2e24f6525c3d215a68addaf"
"ENCSR073PHL","ENCFF878FCP","bigWig","bigWig","16.6 Mb","signal","control normalized signal","eGFP-cic","recombinant protein; transcription factor",NA,"TF ChIP-seq",NA,NA,NA,NA,NA,NA,NA,NA,NA,"/biosamples/ENCBS993NGC/","whole organisms","whole organism","VK00037 whole organism adult genetically modified using site-specific recombination","ChIP-seq on transgenic flies expressing cic-eGFP fusion proteins.  The IP was performed using an anti-GFP antibody.","ENCLB102QIA",NA,NA,NA,NA,"Drosophila melanogaster","experiments","dm6","released","ENCSR860XAM",NA,"Kevin White, UChicago",NA,NA,NA,NA,NA,"/files/ENCFF878FCP/@@download/ENCFF878FCP.bigWig","1; 3",NA,NA,NA,"1_1; 3_1","modERN","/experiments/ENCSR073PHL/",NA,NA,"released","Alec Victorsen",NA,"/files/ENCFF303GLD/; /files/ENCFF814JBD/; /files/ENCFF196HPS/",NA,NA,NA,NA,"2017-12-14","/biosample-types/whole_organisms_UBERON_0000468/","88b113b8c4447d249c1f40e86bc829cb"
"ENCSR073PHL","ENCFF239FZV","bigWig","bigWig","15.2 Mb","signal","control normalized signal","eGFP-cic","recombinant protein; transcription factor",NA,"TF ChIP-seq",NA,NA,NA,NA,NA,NA,NA,NA,NA,"/biosamples/ENCBS993NGC/","whole organisms","whole organism","VK00037 whole organism adult genetically modified using site-specific recombination","ChIP-seq on transgenic flies expressing cic-eGFP fusion proteins.  The IP was performed using an anti-GFP antibody.","ENCLB102QIA",NA,NA,NA,NA,"Drosophila melanogaster","experiments","dm3","released","ENCSR860XAM",NA,"Kevin White, UChicago",NA,NA,NA,NA,NA,"/files/ENCFF239FZV/@@download/ENCFF239FZV.bigWig","1; 3",NA,NA,NA,"1_1; 3_1","modERN","/experiments/ENCSR073PHL/",NA,NA,"released","Alec Victorsen",NA,"/files/ENCFF218CYR/; /files/ENCFF981PBB/; /files/ENCFF095UPR/",NA,NA,NA,NA,"2017-12-14","/biosample-types/whole_organisms_UBERON_0000468/","8baee1bd04b4e2e21263369d0b884bf5"
"ENCSR073PHL","ENCFF271ZPN","bigWig","bigWig","15.1 Mb","signal","control normalized signal","eGFP-cic","recombinant protein; transcription factor","DNA","TF ChIP-seq",NA,NA,NA,NA,NA,NA,NA,NA,NA,"/biosamples/ENCBS993NGC/","whole organisms","whole organism","VK00037 whole organism adult genetically modified using site-specific recombination","ChIP-seq on transgenic flies expressing cic-eGFP fusion proteins.  The IP was performed using an anti-GFP antibody.","ENCLB102QIA",NA,NA,NA,NA,"Drosophila melanogaster","experiments","dm3","released","ENCSR860XAM",NA,"Kevin White, UChicago",NA,NA,NA,NA,NA,"/files/ENCFF271ZPN/@@download/ENCFF271ZPN.bigWig","1",NA,NA,NA,"1_1","modERN","/experiments/ENCSR073PHL/",NA,NA,"released","Alec Victorsen",NA,"/files/ENCFF981PBB/; /files/ENCFF095UPR/",NA,NA,NA,NA,"2017-12-14","/biosample-types/whole_organisms_UBERON_0000468/","e062f9bacd044381e222df49a9ac2510"
"ENCSR073PHL","ENCFF805UTF","bigWig","bigWig","16.7 Mb","signal","signal of unique reads","eGFP-cic","recombinant protein; transcription factor","DNA","TF ChIP-seq",NA,NA,NA,NA,NA,NA,NA,NA,NA,"/biosamples/ENCBS993NGC/","whole organisms","whole organism","VK00037 whole organism adult genetically modified using site-specific recombination","ChIP-seq on transgenic flies expressing cic-eGFP fusion proteins.  The IP was performed using an anti-GFP antibody.","ENCLB102QIA",NA,NA,NA,NA,"Drosophila melanogaster","experiments","dm6","released","ENCSR860XAM",NA,"Kevin White, UChicago",NA,NA,NA,NA,NA,"/files/ENCFF805UTF/@@download/ENCFF805UTF.bigWig","1",NA,NA,NA,"1_1","modERN","/experiments/ENCSR073PHL/",NA,NA,"released","Alec Victorsen",NA,"/files/ENCFF814JBD/",NA,NA,NA,NA,"2017-12-14","/biosample-types/whole_organisms_UBERON_0000468/","9085cb1f6d37b7312ffaf42dbfd507fb"
"ENCSR829XOQ","ENCFF723GYO","bigWig","bigWig","16.9 Mb","signal","read-depth normalized signal","eGFP-Asciz","other context; recombinant protein",NA,"TF ChIP-seq",NA,NA,NA,NA,NA,NA,NA,NA,NA,"/biosamples/ENCBS250FFZ/","whole organisms","whole organism","attP-40 whole organism embryo (0-24 hours) genetically modified using site-specific recombination","ChIP-seq on transgenic flies expressing CG14962-eGFP fusion proteins.  The IP was performed using an anti-GFP antibody.","ENCLB924UKK",NA,NA,NA,NA,"Drosophila melanogaster","experiments","dm6","released","ENCSR238IHN",NA,"Kevin White, UChicago",NA,NA,NA,NA,NA,"/files/ENCFF723GYO/@@download/ENCFF723GYO.bigWig","1; 3",NA,NA,NA,"1_1; 3_1","modERN","/experiments/ENCSR829XOQ/",NA,NA,"released","Alec Victorsen",NA,"/files/ENCFF360LGY/; /files/ENCFF027YVN/",NA,NA,NA,NA,"2017-11-22","/biosample-types/whole_organisms_UBERON_0000468/","489a2ea4b450c9d137b4fe1312fa6b65"
"ENCSR829XOQ","ENCFF174HBU","bigWig","bigWig","14.7 Mb","signal","read-depth normalized signal","eGFP-Asciz","other context; recombinant protein","DNA","TF ChIP-seq",NA,NA,NA,NA,NA,NA,NA,NA,NA,"/biosamples/ENCBS250FFZ/","whole organisms","whole organism","attP-40 whole organism embryo (0-24 hours) genetically modified using site-specific recombination","ChIP-seq on transgenic flies expressing CG14962-eGFP fusion proteins.  The IP was performed using an anti-GFP antibody.","ENCLB092ZQH","ENCAB728YTO","eGFP-avictoria","/antibody-characterizations/64df6ef7-65de-4a9c-8cae-a1e2ece1ff96/; /antibody-characterizations/08a04878-1962-4ba9-aeac-5ad5e3075331/; /antibody-characterizations/6aeeac09-2007-4739-a726-b7aaeca3fddd/; /antibody-characterizations/ac50c71d-0c95-4aec-b490-779545c456fd/; /antibody-characterizations/e20454f1-f13b-40c4-a550-601a59eb4064/; /antibody-characterizations/ac9d3efc-3a57-435a-badf-71dfe3746a6d/; /antibody-characterizations/3de8a3d0-b6fd-46e7-9f0b-66ebc4aa037a/; /antibody-characterizations/0f0d842b-249a-40c6-814c-a9a996001830/; /antibody-characterizations/2b21586e-cf35-4ae7-8f8a-ba6e6430c27c/; /antibody-characterizations/bab4e233-43b5-4217-bb27-a000c84e7145/; /antibody-characterizations/8e41967e-9a3f-489b-aab1-18716ff0e795/",NA,"Drosophila melanogaster","experiments","dm3","released","ENCSR238IHN",NA,"Kevin White, UChicago",NA,NA,NA,NA,NA,"/files/ENCFF174HBU/@@download/ENCFF174HBU.bigWig","1",1,1,"0f772f33-93a3-44cd-828c-147c15207eaf","1_1","modERN","/experiments/ENCSR829XOQ/",NA,NA,"released","Alec Victorsen","/libraries/ENCLB092ZQH/","/files/ENCFF678AGZ/",NA,NA,NA,NA,"2017-11-22","/biosample-types/whole_organisms_UBERON_0000468/","e6681025d941c9fd38b0588dbba94b6f"
"ENCSR829XOQ","ENCFF635EAR","bigWig","bigWig","14.8 Mb","signal","signal of unique reads","eGFP-Asciz","other context; recombinant protein",NA,"TF ChIP-seq",NA,NA,NA,NA,NA,NA,NA,NA,NA,"/biosamples/ENCBS250FFZ/","whole organisms","whole organism","attP-40 whole organism embryo (0-24 hours) genetically modified using site-specific recombination","ChIP-seq on transgenic flies expressing CG14962-eGFP fusion proteins.  The IP was performed using an anti-GFP antibody.","ENCLB924UKK",NA,NA,NA,NA,"Drosophila melanogaster","experiments","dm3","released","ENCSR238IHN",NA,"Kevin White, UChicago",NA,NA,NA,NA,NA,"/files/ENCFF635EAR/@@download/ENCFF635EAR.bigWig","1; 3",NA,NA,NA,"1_1; 3_1","modERN","/experiments/ENCSR829XOQ/",NA,NA,"released","Alec Victorsen",NA,"/files/ENCFF596ZCI/; /files/ENCFF678AGZ/",NA,NA,NA,NA,"2017-11-22","/biosample-types/whole_organisms_UBERON_0000468/","da8c5c465711f79a76f8665168ada8e8"
"ENCSR829XOQ","ENCFF463NAF","bigWig","bigWig","13.2 Mb","signal","control normalized signal","eGFP-Asciz","other context; recombinant protein",NA,"TF ChIP-seq",NA,NA,NA,NA,NA,NA,NA,NA,NA,"/biosamples/ENCBS250FFZ/","whole organisms","whole organism","attP-40 whole organism embryo (0-24 hours) genetically modified using site-specific recombination","ChIP-seq on transgenic flies expressing CG14962-eGFP fusion proteins.  The IP was performed using an anti-GFP antibody.","ENCLB924UKK",NA,NA,NA,NA,"Drosophila melanogaster","experiments","dm6","released","ENCSR238IHN",NA,"Kevin White, UChicago",NA,NA,NA,NA,NA,"/files/ENCFF463NAF/@@download/ENCFF463NAF.bigWig","1; 3",NA,NA,NA,"1_1; 3_1","modERN","/experiments/ENCSR829XOQ/",NA,NA,"released","Alec Victorsen",NA,"/files/ENCFF360LGY/; /files/ENCFF027YVN/; /files/ENCFF158ZJS/",NA,NA,NA,NA,"2017-11-22","/biosample-types/whole_organisms_UBERON_0000468/","f6827d9a6febffe57918f9525ef8ff38"
"ENCSR829XOQ","ENCFF767QVA","bigWig","bigWig","16.8 Mb","signal","signal of unique reads","eGFP-Asciz","other context; recombinant protein","DNA","TF ChIP-seq",NA,NA,NA,NA,NA,NA,NA,NA,NA,"/biosamples/ENCBS250FFZ/","whole organisms","whole organism","attP-40 whole organism embryo (0-24 hours) genetically modified using site-specific recombination","ChIP-seq on transgenic flies expressing CG14962-eGFP fusion proteins.  The IP was performed using an anti-GFP antibody.","ENCLB092ZQH","ENCAB728YTO","eGFP-avictoria","/antibody-characterizations/64df6ef7-65de-4a9c-8cae-a1e2ece1ff96/; /antibody-characterizations/08a04878-1962-4ba9-aeac-5ad5e3075331/; /antibody-characterizations/6aeeac09-2007-4739-a726-b7aaeca3fddd/; /antibody-characterizations/ac50c71d-0c95-4aec-b490-779545c456fd/; /antibody-characterizations/e20454f1-f13b-40c4-a550-601a59eb4064/; /antibody-characterizations/ac9d3efc-3a57-435a-badf-71dfe3746a6d/; /antibody-characterizations/3de8a3d0-b6fd-46e7-9f0b-66ebc4aa037a/; /antibody-characterizations/0f0d842b-249a-40c6-814c-a9a996001830/; /antibody-characterizations/2b21586e-cf35-4ae7-8f8a-ba6e6430c27c/; /antibody-characterizations/bab4e233-43b5-4217-bb27-a000c84e7145/; /antibody-characterizations/8e41967e-9a3f-489b-aab1-18716ff0e795/",NA,"Drosophila melanogaster","experiments","dm6","released","ENCSR238IHN",NA,"Kevin White, UChicago",NA,NA,NA,NA,NA,"/files/ENCFF767QVA/@@download/ENCFF767QVA.bigWig","1",1,1,"0f772f33-93a3-44cd-828c-147c15207eaf","1_1","modERN","/experiments/ENCSR829XOQ/",NA,NA,"released","Alec Victorsen","/libraries/ENCLB092ZQH/","/files/ENCFF027YVN/",NA,NA,NA,NA,"2017-11-22","/biosample-types/whole_organisms_UBERON_0000468/","3fa177aad89171660a288e9332d55f9e"
"ENCSR829XOQ","ENCFF270VMR","bigWig","bigWig","14.7 Mb","signal","signal of unique reads","eGFP-Asciz","other context; recombinant protein","DNA","TF ChIP-seq",NA,NA,NA,NA,NA,NA,NA,NA,NA,"/biosamples/ENCBS250FFZ/","whole organisms","whole organism","attP-40 whole organism embryo (0-24 hours) genetically modified using site-specific recombination","ChIP-seq on transgenic flies expressing CG14962-eGFP fusion proteins.  The IP was performed using an anti-GFP antibody.","ENCLB092ZQH","ENCAB728YTO","eGFP-avictoria","/antibody-characterizations/64df6ef7-65de-4a9c-8cae-a1e2ece1ff96/; /antibody-characterizations/08a04878-1962-4ba9-aeac-5ad5e3075331/; /antibody-characterizations/6aeeac09-2007-4739-a726-b7aaeca3fddd/; /antibody-characterizations/ac50c71d-0c95-4aec-b490-779545c456fd/; /antibody-characterizations/e20454f1-f13b-40c4-a550-601a59eb4064/; /antibody-characterizations/ac9d3efc-3a57-435a-badf-71dfe3746a6d/; /antibody-characterizations/3de8a3d0-b6fd-46e7-9f0b-66ebc4aa037a/; /antibody-characterizations/0f0d842b-249a-40c6-814c-a9a996001830/; /antibody-characterizations/2b21586e-cf35-4ae7-8f8a-ba6e6430c27c/; /antibody-characterizations/bab4e233-43b5-4217-bb27-a000c84e7145/; /antibody-characterizations/8e41967e-9a3f-489b-aab1-18716ff0e795/",NA,"Drosophila melanogaster","experiments","dm3","released","ENCSR238IHN",NA,"Kevin White, UChicago",NA,NA,NA,NA,NA,"/files/ENCFF270VMR/@@download/ENCFF270VMR.bigWig","1",1,1,"0f772f33-93a3-44cd-828c-147c15207eaf","1_1","modERN","/experiments/ENCSR829XOQ/",NA,NA,"released","Alec Victorsen","/libraries/ENCLB092ZQH/","/files/ENCFF678AGZ/",NA,NA,NA,NA,"2017-11-22","/biosample-types/whole_organisms_UBERON_0000468/","2ff45118b8c4b08379df15485d3efe06"
