"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043547","GO:0043547","positive regulation of GTPase activity","1/21","61/11267",0.107836023647584,1,0.250683919970239,"RhoGAP15B",1
"GO:0030261","GO:0030261","chromosome condensation","1/21","62/11267",0.109507935436215,1,0.250683919970239,"Cap-G",1
"GO:0032886","GO:0032886","regulation of microtubule-based process","1/21","62/11267",0.109507935436215,1,0.250683919970239,"ncd",1
"GO:0070201","GO:0070201","regulation of establishment of protein localization","1/21","62/11267",0.109507935436215,1,0.250683919970239,"Hrs",1
"GO:0016477","GO:0016477","cell migration","2/21","305/11267",0.109541378172184,1,0.250683919970239,"cindr/Hrs",2
"GO:0001933","GO:0001933","negative regulation of protein phosphorylation","1/21","64/11267",0.112842811400626,1,0.250683919970239,"Hrs",1
"GO:0071695","GO:0071695","anatomical structure maturation","1/21","64/11267",0.112842811400626,1,0.250683919970239,"Hrs",1
"GO:0009117","GO:0009117","nucleotide metabolic process","2/21","314/11267",0.114972923815268,1,0.250683919970239,"RnrS/Etf-QO",2
"GO:0042326","GO:0042326","negative regulation of phosphorylation","1/21","66/11267",0.116165790912037,1,0.250683919970239,"Hrs",1
"GO:0006753","GO:0006753","nucleoside phosphate metabolic process","2/21","317/11267",0.116799516493979,1,0.250683919970239,"RnrS/Etf-QO",2
"GO:0051272","GO:0051272","positive regulation of cellular component movement","1/21","67/11267",0.11782283210397,1,0.250683919970239,"Hrs",1
"GO:0052548","GO:0052548","regulation of endopeptidase activity","1/21","67/11267",0.11782283210397,1,0.250683919970239,"RnrS",1
"GO:0040017","GO:0040017","positive regulation of locomotion","1/21","68/11267",0.119476914293775,1,0.250683919970239,"Hrs",1
"GO:0045862","GO:0045862","positive regulation of proteolysis","1/21","68/11267",0.119476914293775,1,0.250683919970239,"RnrS",1
"GO:0090087","GO:0090087","regulation of peptide transport","1/21","68/11267",0.119476914293775,1,0.250683919970239,"Hrs",1
"GO:0030707","GO:0030707","ovarian follicle cell development","2/21","324/11267",0.121091723788014,1,0.250683919970239,"cindr/Hrs",2
"GO:0002066","GO:0002066","columnar/cuboidal epithelial cell development","2/21","325/11267",0.121708270818955,1,0.250683919970239,"cindr/Hrs",2
"GO:0000281","GO:0000281","mitotic cytokinesis","1/21","70/11267",0.122776221739666,1,0.250683919970239,"Cap-G",1
"GO:0043062","GO:0043062","extracellular structure organization","1/21","70/11267",0.122776221739666,1,0.250683919970239,"cindr",1
"GO:1905879","GO:1905879","regulation of oogenesis","1/21","70/11267",0.122776221739666,1,0.250683919970239,"Hrs",1
"GO:0000280","GO:0000280","nuclear division","2/21","327/11267",0.122943847130988,1,0.250683919970239,"ncd/Cap-G",2
"GO:0009968","GO:0009968","negative regulation of signal transduction","2/21","327/11267",0.122943847130988,1,0.250683919970239,"Hrs/LRR",2
"GO:0030334","GO:0030334","regulation of cell migration","1/21","72/11267",0.12606375331442,1,0.250683919970239,"Hrs",1
"GO:0052547","GO:0052547","regulation of peptidase activity","1/21","72/11267",0.12606375331442,1,0.250683919970239,"RnrS",1
"GO:0007143","GO:0007143","female meiotic nuclear division","1/21","73/11267",0.127703115635134,1,0.250683919970239,"ncd",1
"GO:0009306","GO:0009306","protein secretion","1/21","74/11267",0.129339548954025,1,0.250683919970239,"Hrs",1
"GO:0010035","GO:0010035","response to inorganic substance","1/21","74/11267",0.129339548954025,1,0.250683919970239,"whd",1
"GO:0051225","GO:0051225","spindle assembly","1/21","74/11267",0.129339548954025,1,0.250683919970239,"ncd",1
"GO:0044242","GO:0044242","cellular lipid catabolic process","1/21","75/11267",0.130973058243042,1,0.250683919970239,"Etf-QO",1
"GO:2000145","GO:2000145","regulation of cell motility","1/21","75/11267",0.130973058243042,1,0.250683919970239,"Hrs",1
"GO:0002065","GO:0002065","columnar/cuboidal epithelial cell differentiation","2/21","340/11267",0.13105327589344,1,0.250683919970239,"cindr/Hrs",2
"GO:0006869","GO:0006869","lipid transport","1/21","76/11267",0.132603648466138,1,0.250683919970239,"CG3164",1
"GO:0034329","GO:0034329","cell junction assembly","1/21","76/11267",0.132603648466138,1,0.250683919970239,"cindr",1
"GO:1903530","GO:1903530","regulation of secretion by cell","1/21","76/11267",0.132603648466138,1,0.250683919970239,"Hrs",1
"GO:0048285","GO:0048285","organelle fission","2/21","344/11267",0.133574731580784,1,0.250683919970239,"ncd/Cap-G",2
"GO:0012501","GO:0012501","programmed cell death","2/21","345/11267",0.134206955574904,1,0.250683919970239,"RnrS/CG5059",2
"GO:0002683","GO:0002683","negative regulation of immune system process","1/21","77/11267",0.134231324579284,1,0.250683919970239,"LRR",1
"GO:0007088","GO:0007088","regulation of mitotic nuclear division","1/21","77/11267",0.134231324579284,1,0.250683919970239,"ncd",1
"GO:0010648","GO:0010648","negative regulation of cell communication","2/21","348/11267",0.13610801833378,1,0.250683919970239,"Hrs/LRR",2
"GO:0023057","GO:0023057","negative regulation of signaling","2/21","349/11267",0.136743154318597,1,0.250683919970239,"Hrs/LRR",2
"GO:1901700","GO:1901700","response to oxygen-containing compound","2/21","350/11267",0.137379006938173,1,0.250683919970239,"Aldh/whd",2
"GO:0007052","GO:0007052","mitotic spindle organization","1/21","79/11267",0.137477954259751,1,0.250683919970239,"ncd",1
"GO:0007098","GO:0007098","centrosome cycle","1/21","79/11267",0.137477954259751,1,0.250683919970239,"ncd",1
"GO:0045132","GO:0045132","meiotic chromosome segregation","1/21","79/11267",0.137477954259751,1,0.250683919970239,"ncd",1
"GO:0007480","GO:0007480","imaginal disc-derived leg morphogenesis","1/21","80/11267",0.139096917699199,1,0.250683919970239,"RhoGAP15B",1
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","1/21","80/11267",0.139096917699199,1,0.250683919970239,"Hrs",1
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","1/21","80/11267",0.139096917699199,1,0.250683919970239,"Hrs",1
"GO:0051046","GO:0051046","regulation of secretion","1/21","80/11267",0.139096917699199,1,0.250683919970239,"Hrs",1
"GO:1903047","GO:1903047","mitotic cell cycle process","2/21","353/11267",0.139290819475956,1,0.250683919970239,"ncd/Cap-G",2
"GO:0006402","GO:0006402","mRNA catabolic process","1/21","81/11267",0.140712986772973,1,0.250683919970239,"CG8777",1
"GO:0048870","GO:0048870","cell motility","2/21","356/11267",0.141208919798556,1,0.250683919970239,"cindr/Hrs",2
"GO:0016236","GO:0016236","macroautophagy","1/21","82/11267",0.142326166397304,1,0.250683919970239,"mv",1
"GO:0043902","GO:0043902","positive regulation of multi-organism process","1/21","82/11267",0.142326166397304,1,0.250683919970239,"Hrs",1
"GO:0051783","GO:0051783","regulation of nuclear division","1/21","82/11267",0.142326166397304,1,0.250683919970239,"ncd",1
"GO:0002064","GO:0002064","epithelial cell development","2/21","360/11267",0.143775960121315,1,0.251373686254355,"cindr/Hrs",2
"GO:0051674","GO:0051674","localization of cell","2/21","361/11267",0.144419400257268,1,0.251373686254355,"cindr/Hrs",2
"GO:0002790","GO:0002790","peptide secretion","1/21","84/11267",0.14554387692301,1,0.251373686254355,"Hrs",1
"GO:0007478","GO:0007478","leg disc morphogenesis","1/21","84/11267",0.14554387692301,1,0.251373686254355,"RhoGAP15B",1
"GO:0060968","GO:0060968","regulation of gene silencing","1/21","85/11267",0.147148417617333,1,0.252917188683745,"mu2",1
"GO:0000209","GO:0000209","protein polyubiquitination","1/21","87/11267",0.150348894292209,1,0.257175740236673,"CG4080",1
"GO:0031400","GO:0031400","negative regulation of protein modification process","1/21","88/11267",0.151944840018494,1,0.258662079709146,"Hrs",1
"GO:0006302","GO:0006302","double-strand break repair","1/21","89/11267",0.15353793048809,1,0.260129426090097,"mu2",1
"GO:0007030","GO:0007030","Golgi organization","1/21","90/11267",0.155128170554269,1,0.260894099799539,"Gmap",1
"GO:0055086","GO:0055086","nucleobase-containing small molecule metabolic process","2/21","378/11267",0.155455833430849,1,0.260894099799539,"RnrS/Etf-QO",2
"GO:0030258","GO:0030258","lipid modification","1/21","93/11267",0.15988183674786,1,0.263055604022867,"Etf-QO",1
"GO:0070925","GO:0070925","organelle assembly","2/21","385/11267",0.16005104928529,1,0.263055604022867,"ncd/LRR",2
"GO:0016054","GO:0016054","organic acid catabolic process","1/21","94/11267",0.161460723576954,1,0.263055604022867,"Etf-QO",1
"GO:0046395","GO:0046395","carboxylic acid catabolic process","1/21","94/11267",0.161460723576954,1,0.263055604022867,"Etf-QO",1
"GO:0032880","GO:0032880","regulation of protein localization","1/21","96/11267",0.164610023279524,1,0.263055604022867,"Hrs",1
"GO:0048585","GO:0048585","negative regulation of response to stimulus","2/21","392/11267",0.164673797228559,1,0.263055604022867,"Hrs/LRR",2
