"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032879","GO:0032879","regulation of localization","14/30","469/11228",3.20033529519606e-12,9.91071575286522e-11,4.96622488931953e-11,"ptc/Smurf/Su(fu)/hh/rdx/Pka-C1/slmb/Shc/krz/Gprk2/dlp/dally/dco/cos",14
"GO:0007423","GO:0007423","sensory organ development","14/30","476/11228",3.91143989859616e-12,1.17343196957885e-10,5.88002642650805e-11,"ptc/hh/boi/rdx/Pka-C1/Cul3/ihog/Shc/csw/Gug/dlp/dally/dco/Sos",14
"GO:0001654","GO:0001654","eye development","13/30","389/11228",5.96176060198832e-12,1.6352257651168e-10,8.19405893265763e-11,"ptc/hh/boi/rdx/Pka-C1/ihog/Shc/csw/Gug/dlp/dally/dco/Sos",13
"GO:0048880","GO:0048880","sensory system development","13/30","389/11228",5.96176060198832e-12,1.6352257651168e-10,8.19405893265763e-11,"ptc/hh/boi/rdx/Pka-C1/ihog/Shc/csw/Gug/dlp/dally/dco/Sos",13
"GO:0150063","GO:0150063","visual system development","13/30","389/11228",5.96176060198832e-12,1.6352257651168e-10,8.19405893265763e-11,"ptc/hh/boi/rdx/Pka-C1/ihog/Shc/csw/Gug/dlp/dally/dco/Sos",13
"GO:0007447","GO:0007447","imaginal disc pattern formation","9/30","111/11228",7.80924037453149e-12,2.08246409987506e-10,1.04351545355582e-10,"ptc/hh/boi/Pka-C1/ihog/disp/dlp/dally/rasp",9
"GO:0007427","GO:0007427","epithelial cell migration, open tracheal system","7/30","43/11228",1.38022960816136e-11,3.58113628063489e-10,1.79449482483568e-10,"ptc/hh/Shc/csw/dlp/dally/Sos",7
"GO:0035222","GO:0035222","wing disc pattern formation","8/30","79/11228",2.15830002962694e-11,5.45254744326805e-10,2.73225239207621e-10,"ptc/hh/boi/ihog/disp/dlp/dally/rasp",8
"GO:0007167","GO:0007167","enzyme linked receptor protein signaling pathway","11/30","260/11228",3.07784762562156e-11,7.57624030922231e-10,3.79642743565197e-10,"Smurf/slmb/Cul3/Roc1a/Shc/csw/Gug/krz/dlp/dally/Sos",11
"GO:0007350","GO:0007350","blastoderm segmentation","10/30","190/11228",3.40272839158649e-11,8.16654813980758e-10,4.0922286183027e-10,"hh/rdx/Pka-C1/slmb/disp/Shc/csw/dlp/dally/rasp",10
"GO:0007169","GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway","10/30","193/11228",3.97537868082426e-11,9.30820374046657e-10,4.6643082339838e-10,"slmb/Cul3/Roc1a/Shc/csw/Gug/krz/dlp/dally/Sos",10
"GO:0071310","GO:0071310","cellular response to organic substance","11/30","317/11228",2.58755818296136e-10,5.91441870391168e-09,2.96369446018382e-09,"Smurf/rdx/Pka-C1/slmb/Cul3/Roc1a/Shc/csw/dlp/dally/Sos",11
"GO:0070887","GO:0070887","cellular response to chemical stimulus","12/30","422/11228",3.18477501790807e-10,7.11019538881803e-09,3.56289396128272e-09,"Smurf/hh/rdx/Pka-C1/slmb/Cul3/Roc1a/Shc/csw/dlp/dally/Sos",12
"GO:0007367","GO:0007367","segment polarity determination","6/30","38/11228",5.56188035299183e-10,1.21350116792549e-08,6.08081177348629e-09,"hh/rdx/disp/dlp/dally/rasp",6
"GO:0060828","GO:0060828","regulation of canonical Wnt signaling pathway","7/30","77/11228",9.68888373217828e-10,2.0669618628647e-08,1.03574733698374e-08,"slmb/Roc1a/Usp8/dlp/dally/dco/flw",7
"GO:0048749","GO:0048749","compound eye development","11/30","365/11228",1.15720771091678e-09,2.41504217930457e-08,1.21016916221731e-08,"hh/boi/rdx/Pka-C1/ihog/Shc/csw/dlp/dally/dco/Sos",11
"GO:0051247","GO:0051247","positive regulation of protein metabolic process","10/30","283/11228",1.69979923656265e-09,3.47193035553222e-08,1.73977211894542e-08,"Smurf/rdx/Pka-C1/slmb/Cul3/Roc1a/msn/Cul4/krz/dco",10
"GO:0007365","GO:0007365","periodic partitioning","6/30","47/11228",2.12779463305077e-09,4.25558926610154e-08,2.13246084935132e-08,"hh/rdx/disp/dlp/dally/rasp",6
"GO:0030162","GO:0030162","regulation of proteolysis","8/30","140/11228",2.2193377540264e-09,4.34809029360275e-08,2.17881278966717e-08,"hh/rdx/Pka-C1/slmb/Cul3/Roc1a/krz/dco",8
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","7/30","90/11228",2.94049241725365e-09,5.645745441127e-08,2.82906323091561e-08,"slmb/Roc1a/Usp8/dlp/dally/dco/flw",7
"GO:0030111","GO:0030111","regulation of Wnt signaling pathway","7/30","92/11228",3.43546311272065e-09,6.46675409453298e-08,3.24046778640523e-08,"slmb/Roc1a/Usp8/dlp/dally/dco/flw",7
"GO:0007448","GO:0007448","anterior/posterior pattern specification, imaginal disc","5/30","25/11228",4.91006049124832e-09,8.89369447471394e-08,4.45659909533363e-08,"ptc/hh/Pka-C1/dally/rasp",5
"GO:0046822","GO:0046822","regulation of nucleocytoplasmic transport","5/30","25/11228",4.91006049124832e-09,8.89369447471394e-08,4.45659909533363e-08,"Su(fu)/hh/rdx/Pka-C1/cos",5
"GO:0045732","GO:0045732","positive regulation of protein catabolic process","6/30","56/11228",6.32849719841426e-09,1.12506616860698e-07,5.63766709488366e-08,"Smurf/Pka-C1/slmb/Roc1a/Cul4/dco",6
"GO:0010631","GO:0010631","epithelial cell migration","8/30","168/11228",9.40263192708072e-09,1.64118666363591e-07,8.22392878598256e-08,"ptc/hh/slmb/Shc/csw/dlp/dally/Sos",8
"GO:0090132","GO:0090132","epithelium migration","8/30","169/11228",9.852481096467e-09,1.68899675939434e-07,8.46350349828086e-08,"ptc/hh/slmb/Shc/csw/dlp/dally/Sos",8
"GO:0008293","GO:0008293","torso signaling pathway","5/30","30/11228",1.30479858253632e-08,2.1975555074296e-07,1.10118735405189e-07,"Cul3/Shc/csw/krz/Sos",5
"GO:0090130","GO:0090130","tissue migration","8/30","177/11228",1.41732241530813e-08,2.31910165516035e-07,1.16209370220206e-07,"ptc/hh/slmb/Shc/csw/dlp/dally/Sos",8
"GO:1902531","GO:1902531","regulation of intracellular signal transduction","10/30","353/11228",1.4252812255673e-08,2.31910165516035e-07,1.16209370220206e-07,"Smurf/rdx/slmb/Shc/msn/krz/Gprk2/dco/flw/Sos",10
"GO:0009952","GO:0009952","anterior/posterior pattern specification","8/30","179/11228",1.54798417269961e-08,2.45391366253853e-07,1.22964752607468e-07,"ptc/hh/Pka-C1/slmb/Shc/csw/dally/rasp",8
"GO:0051049","GO:0051049","regulation of transport","9/30","260/11228",1.55925763973802e-08,2.45391366253853e-07,1.22964752607468e-07,"Smurf/Su(fu)/hh/rdx/Pka-C1/krz/Gprk2/dco/cos",9
"GO:0008543","GO:0008543","fibroblast growth factor receptor signaling pathway","5/30","32/11228",1.83697492702592e-08,2.74575405618255e-07,1.37588772332832e-07,"Shc/csw/dlp/dally/Sos",5
"GO:0044344","GO:0044344","cellular response to fibroblast growth factor stimulus","5/30","32/11228",1.83697492702592e-08,2.74575405618255e-07,1.37588772332832e-07,"Shc/csw/dlp/dally/Sos",5
"GO:0071774","GO:0071774","response to fibroblast growth factor","5/30","32/11228",1.83697492702592e-08,2.74575405618255e-07,1.37588772332832e-07,"Shc/csw/dlp/dally/Sos",5
"GO:0016055","GO:0016055","Wnt signaling pathway","7/30","117/11228",1.8591043088736e-08,2.74575405618255e-07,1.37588772332832e-07,"slmb/Roc1a/Usp8/dlp/dally/dco/flw",7
"GO:0001667","GO:0001667","ameboidal-type cell migration","8/30","190/11228",2.46942156885645e-08,3.56544279116494e-07,1.78663087232717e-07,"ptc/hh/slmb/Shc/csw/dlp/dally/Sos",8
"GO:1905114","GO:1905114","cell surface receptor signaling pathway involved in cell-cell signaling","7/30","122/11228",2.48838194800053e-08,3.56544279116494e-07,1.78663087232717e-07,"slmb/Roc1a/Usp8/dlp/dally/dco/flw",7
"GO:0042981","GO:0042981","regulation of apoptotic process","8/30","193/11228",2.79093366508787e-08,3.94014164482994e-07,1.97439115316588e-07,"ptc/rdx/Pka-C1/slmb/Cul3/csw/dco/cos",8
"GO:0042176","GO:0042176","regulation of protein catabolic process","6/30","72/11228",2.95699122462978e-08,4.114074747311e-07,2.06154842052755e-07,"Smurf/Pka-C1/slmb/Roc1a/Cul4/dco",6
"GO:0070647","GO:0070647","protein modification by small protein conjugation or removal","9/30","283/11228",3.25164165877839e-08,4.44801223478373e-07,2.22888332378966e-07,"Smurf/hh/rdx/slmb/Cul3/Roc1a/Usp8/Cul4/krz",9
"GO:0198738","GO:0198738","cell-cell signaling by wnt","7/30","127/11228",3.2896757153088e-08,4.44801223478373e-07,2.22888332378966e-07,"slmb/Roc1a/Usp8/dlp/dally/dco/flw",7
"GO:0045862","GO:0045862","positive regulation of proteolysis","6/30","74/11228",3.4931967491407e-08,4.65759566552094e-07,2.33390484555161e-07,"Pka-C1/slmb/Cul3/Roc1a/krz/dco",6
"GO:0090263","GO:0090263","positive regulation of canonical Wnt signaling pathway","5/30","37/11228",3.9395086888301e-08,5.18072375517382e-07,2.59604249573952e-07,"Usp8/dlp/dally/dco/flw",5
"GO:0032387","GO:0032387","negative regulation of intracellular transport","4/30","15/11228",5.53777202257283e-08,7.18413667793232e-07,3.59994568181477e-07,"Su(fu)/rdx/Pka-C1/cos",4
"GO:0030855","GO:0030855","epithelial cell differentiation","10/30","413/11228",6.31655015658152e-08,8.05189779131687e-07,4.03477773095593e-07,"ptc/hh/slmb/Shc/csw/Cul4/Gprk2/dco/cos/rasp",10
"GO:0016477","GO:0016477","cell migration","9/30","306/11228",6.37679147997509e-08,8.05189779131687e-07,4.03477773095593e-07,"ptc/hh/slmb/disp/Shc/csw/dlp/dally/Sos",9
"GO:0060341","GO:0060341","regulation of cellular localization","7/30","140/11228",6.45829302011874e-08,8.05189779131687e-07,4.03477773095593e-07,"Su(fu)/hh/rdx/Pka-C1/dlp/dally/cos",7
"GO:0006511","GO:0006511","ubiquitin-dependent protein catabolic process","9/30","310/11228",7.12937062184904e-08,8.7746099961219e-07,4.39692628095143e-07,"Smurf/rdx/Pka-C1/slmb/Cul3/Roc1a/Usp8/Cul4/dco",9
"GO:0019941","GO:0019941","modification-dependent protein catabolic process","9/30","314/11228",7.95850196860857e-08,9.60140509733433e-07,4.81123040513354e-07,"Smurf/rdx/Pka-C1/slmb/Cul3/Roc1a/Usp8/Cul4/dco",9
"GO:0043067","GO:0043067","regulation of programmed cell death","8/30","221/11228",8.00117091444527e-08,9.60140509733433e-07,4.81123040513354e-07,"ptc/rdx/Pka-C1/slmb/Cul3/csw/dco/cos",8
"GO:0030177","GO:0030177","positive regulation of Wnt signaling pathway","5/30","43/11228",8.60315485935112e-08,1.01963316851569e-06,5.10934603082971e-07,"Usp8/dlp/dally/dco/flw",5
"GO:0043632","GO:0043632","modification-dependent macromolecule catabolic process","9/30","321/11228",9.61365069966075e-08,1.11265735830337e-06,5.57548698184913e-07,"Smurf/rdx/Pka-C1/slmb/Cul3/Roc1a/Usp8/Cul4/dco",9
"GO:0048100","GO:0048100","wing disc anterior/posterior pattern formation","4/30","17/11228",9.61985007699789e-08,1.11265735830337e-06,5.57548698184913e-07,"ptc/hh/dally/rasp",4
"GO:0043161","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","8/30","230/11228",1.0892705986772e-07,1.24488068420251e-06,6.23805342851479e-07,"Smurf/rdx/Pka-C1/slmb/Cul3/Roc1a/Cul4/dco",8
"GO:0071495","GO:0071495","cellular response to endogenous stimulus","8/30","231/11228",1.12635561989653e-07,1.27211928835373e-06,6.37454511817604e-07,"Smurf/slmb/Roc1a/Shc/csw/dlp/dally/Sos",8
"GO:0071363","GO:0071363","cellular response to growth factor stimulus","6/30","93/11228",1.38794459358991e-07,1.5493334998213e-06,7.76365580502558e-07,"Smurf/Shc/csw/dlp/dally/Sos",6
"GO:0070848","GO:0070848","response to growth factor","6/30","94/11228",1.47985020532006e-07,1.63293815759455e-06,8.18259581163059e-07,"Smurf/Shc/csw/dlp/dally/Sos",6
"GO:0051603","GO:0051603","proteolysis involved in cellular protein catabolic process","9/30","342/11228",1.65168030882091e-07,1.79454803764488e-06,8.9924172500407e-07,"Smurf/rdx/Pka-C1/slmb/Cul3/Roc1a/Usp8/Cul4/dco",9
"GO:0010498","GO:0010498","proteasomal protein catabolic process","8/30","243/11228",1.66369557656661e-07,1.79454803764488e-06,8.9924172500407e-07,"Smurf/rdx/Pka-C1/slmb/Cul3/Roc1a/Cul4/dco",8
"GO:0007267","GO:0007267","cell-cell signaling","10/30","462/11228",1.80698940123273e-07,1.92376172986128e-06,9.6399025279233e-07,"hh/Pka-C1/slmb/Roc1a/Usp8/Pka-R1/dlp/dally/dco/flw",10
"GO:0044257","GO:0044257","cellular protein catabolic process","9/30","346/11228",1.82356580643101e-07,1.92376172986128e-06,9.6399025279233e-07,"Smurf/rdx/Pka-C1/slmb/Cul3/Roc1a/Usp8/Cul4/dco",9
"GO:0061564","GO:0061564","axon development","9/30","349/11228",1.96252810671502e-07,2.04785541570263e-06,1.02617316335099e-06,"ptc/hh/Pka-C1/Cul3/Shc/msn/dlp/dally/Sos",9
"GO:0002064","GO:0002064","epithelial cell development","9/30","357/11228",2.37921773827929e-07,2.45596669757863e-06,1.23067629472964e-06,"ptc/hh/slmb/Shc/csw/Cul4/Gprk2/cos/rasp",9
"GO:0010941","GO:0010941","regulation of cell death","8/30","255/11228",2.40840957051763e-07,2.45965232733716e-06,1.23252315086961e-06,"ptc/rdx/Pka-C1/slmb/Cul3/csw/dco/cos",8
"GO:0048870","GO:0048870","cell motility","9/30","361/11228",2.61507073381182e-07,2.64259779416774e-06,1.32419648238449e-06,"ptc/hh/slmb/disp/Shc/csw/dlp/dally/Sos",9
"GO:0051674","GO:0051674","localization of cell","9/30","366/11228",2.93836020334566e-07,2.93836020334566e-06,1.47240198786071e-06,"ptc/hh/slmb/disp/Shc/csw/dlp/dally/Sos",9
"GO:0009719","GO:0009719","response to endogenous stimulus","8/30","263/11228",3.05059947505141e-07,3.00196126826534e-06,1.50427225833033e-06,"Smurf/slmb/Roc1a/Shc/csw/dlp/dally/Sos",8
"GO:0000904","GO:0000904","cell morphogenesis involved in differentiation","10/30","489/11228",3.06450212802087e-07,3.00196126826534e-06,1.50427225833033e-06,"ptc/hh/slmb/Cul3/Shc/msn/Gprk2/dlp/dally/Sos",10
"GO:0006915","GO:0006915","apoptotic process","8/30","264/11228",3.14036656949984e-07,3.04520394618166e-06,1.5259410125055e-06,"ptc/rdx/Pka-C1/slmb/Cul3/csw/dco/cos",8
"GO:0030163","GO:0030163","protein catabolic process","9/30","371/11228",3.29594223316526e-07,3.16410454383865e-06,1.58552168479634e-06,"Smurf/rdx/Pka-C1/slmb/Cul3/Roc1a/Usp8/Cul4/dco",9
"GO:0032270","GO:0032270","positive regulation of cellular protein metabolic process","8/30","268/11228",3.52251057391848e-07,3.34812886233836e-06,1.67773562509718e-06,"rdx/Pka-C1/slmb/Cul3/Roc1a/msn/krz/dco",8
"GO:0009798","GO:0009798","axis specification","7/30","184/11228",4.1917375071238e-07,3.9451647125871e-06,1.97690819479419e-06,"hh/Pka-C1/slmb/Shc/csw/Pka-R1/flw",7
"GO:0032386","GO:0032386","regulation of intracellular transport","5/30","62/11228",5.58259784707216e-07,5.20319799338764e-06,2.60730425765148e-06,"Su(fu)/hh/rdx/Pka-C1/cos",5
"GO:0009896","GO:0009896","positive regulation of catabolic process","6/30","119/11228",6.0231270378025e-07,5.55980957335615e-06,2.786001069105e-06,"Smurf/Pka-C1/slmb/Roc1a/Cul4/dco",6
"GO:0016567","GO:0016567","protein ubiquitination","7/30","207/11228",9.28956767667577e-07,8.49331901867499e-06,4.25597235913868e-06,"Smurf/hh/rdx/slmb/Cul3/Roc1a/Cul4",7
"GO:0031399","GO:0031399","regulation of protein modification process","8/30","311/11228",1.08926720287622e-06,9.86506146001101e-06,4.94334768336078e-06,"hh/rdx/msn/Gug/krz/Pka-R1/dco/flw",8
"GO:0048592","GO:0048592","eye morphogenesis","8/30","312/11228",1.11594950607617e-06,9.91396788909642e-06,4.96785452337397e-06,"ptc/hh/boi/rdx/Shc/csw/dco/Sos",8
"GO:0090596","GO:0090596","sensory organ morphogenesis","8/30","312/11228",1.11594950607617e-06,9.91396788909642e-06,4.96785452337397e-06,"ptc/hh/boi/rdx/Shc/csw/dco/Sos",8
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity","7/30","213/11228",1.12564843740782e-06,9.91396788909642e-06,4.96785452337397e-06,"rdx/Pka-C1/slmb/Shc/csw/Pka-R1/dco",7
"GO:0032436","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","4/30","32/11228",1.41360598160643e-06,1.22383127612116e-05,6.13257558319486e-06,"Pka-C1/slmb/Roc1a/dco",4
"GO:0030707","GO:0030707","ovarian follicle cell development","8/30","322/11228",1.41505491301509e-06,1.22383127612116e-05,6.13257558319486e-06,"ptc/hh/slmb/Shc/csw/Cul4/cos/rasp",8
"GO:0002066","GO:0002066","columnar/cuboidal epithelial cell development","8/30","323/11228",1.44841792770163e-06,1.24150108088711e-05,6.22111835488388e-06,"ptc/hh/slmb/Shc/csw/Cul4/cos/rasp",8
"GO:0032446","GO:0032446","protein modification by small protein conjugation","7/30","224/11228",1.57747043526349e-06,1.34015187420615e-05,6.71545401877426e-06,"Smurf/hh/rdx/slmb/Cul3/Roc1a/Cul4",7
"GO:0012501","GO:0012501","programmed cell death","8/30","329/11228",1.66306439690449e-06,1.40047528160378e-05,7.01773249663298e-06,"ptc/rdx/Pka-C1/slmb/Cul3/csw/dco/cos",8
"GO:1901800","GO:1901800","positive regulation of proteasomal protein catabolic process","4/30","34/11228",1.81631435844459e-06,1.51622763835375e-05,7.59776349482086e-06,"Pka-C1/slmb/Roc1a/dco",4
"GO:0007409","GO:0007409","axonogenesis","8/30","336/11228",1.94731084324867e-06,1.61156759441269e-05,8.0755086693706e-06,"ptc/hh/Cul3/Shc/msn/dlp/dally/Sos",8
"GO:0002065","GO:0002065","columnar/cuboidal epithelial cell differentiation","8/30","339/11228",2.08126648250478e-06,1.70770583179879e-05,8.55725400364087e-06,"ptc/hh/slmb/Shc/csw/Cul4/cos/rasp",8
"GO:2000060","GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","4/30","36/11228",2.2984705394036e-06,1.86994213375208e-05,9.37021442022699e-06,"Pka-C1/slmb/Roc1a/dco",4
"GO:0044265","GO:0044265","cellular macromolecule catabolic process","9/30","473/11228",2.51137773212281e-06,2.02598539734277e-05,1.01521417388777e-05,"Smurf/rdx/Pka-C1/slmb/Cul3/Roc1a/Usp8/Cul4/dco",9
"GO:0007424","GO:0007424","open tracheal system development","7/30","243/11228",2.71477578409996e-06,2.17182062727996e-05,1.08829169590674e-05,"ptc/hh/Shc/csw/dlp/dally/Sos",7
"GO:0031175","GO:0031175","neuron projection development","9/30","478/11228",2.73900028033959e-06,2.17309113150909e-05,1.08892834111804e-05,"ptc/hh/Pka-C1/Cul3/Shc/msn/dlp/dally/Sos",9
"GO:1903052","GO:1903052","positive regulation of proteolysis involved in cellular protein catabolic process","4/30","38/11228",2.86959411385751e-06,2.25804126992067e-05,1.13149655740542e-05,"Pka-C1/slmb/Roc1a/dco",4
"GO:0032434","GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","4/30","39/11228",3.19162291867004e-06,2.49102276579125e-05,1.24824276750724e-05,"Pka-C1/slmb/Roc1a/dco",4
"GO:0060541","GO:0060541","respiratory system development","7/30","252/11228",3.45587586865285e-06,2.67551680153769e-05,1.34069208147228e-05,"ptc/hh/Shc/csw/dlp/dally/Sos",7
